choudhureeo,	চৌধুরিও,	চৌধুরীও,	
tusho,	টুষো,	তুসো,	
highcomissione,	হাইকোমিশনে,	হাইকমিশনে,	
debating,	ডেবিটিং,	ডিবেটিং,	
daakteekiter,	দাক্তিকিতের,	ডাকটিকিটের,	
uthaney,	উঠানে,	উঠানে,	
patiganit,	পতিিগণিত,	পাটিগণিত,	
ghumachche,	ঘুমাছচে,	ঘুমাচ্ছে,	
uponisoder,	উপনিশোদর,	উপনিষদের,	
bhalobasake,	ভালবাসকে,	ভালোবাসাকে,	
kurdider,	কুর্দদের,	কুর্দিদের,	
nabheela,	নাভিা,	নভেল,	
mootar,	মোটার,	মুতার,	
samosher,	সমমসের,	সমশের,	
serverey,	সার্ভেরে,	সার্ভারে,	
ganonatto,	গণতাত্ত,	গণনাট্য,	
barron,	ব্রারন,	ব্যারন,	
kyapasula,	ক্যাসপুলা,	ক্যাপসুল,	
udvabane,	উদ্ভবনে,	উদ্ভাবনে,	
atwobishvashi,	অত্ববিশ্বাসী,	আত্মবিশ্বাসী,	
doula,	দৌলল,	দৌলা,	
abatar,	অবতর,	অবতার,	
nirorthok,	নিরর্থক,	নিরর্থক,	
shomostike,	সমস্তিকে,	সমষ্টিকে,	
sampadaner,	সম্পাদনের,	সম্পাদনের,	
udbhaboker,	উদ্ভাবকের,	উদ্ভাবকের,	
megh,	মেঘ,	মেঘ,	
karadander,	কারাদন্ডের,	কারাদণ্ডের,	
melbourner,	মেলবূর্ণের,	মেলবোর্নের,	
karlo,	করলো,	কার্লো,	
sommotite,	সম্মতিটে,	সম্মতিতে,	
bedanter,	বেদন্তের,	বেদান্তের,	
shikkharrthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
plater,	প্লেটার,	প্লেটের,	
alngkoron,	অলং্করণ,	অলঙ্করণ,	
ghesei,	ঘেসেই,	ঘেঁষেই,	
auxfordey,	অক্সফো্ে,	অক্সফোর্ডে,	
aipiela,	আইিল,	আইপিএল,	
chalake,	চালাকে,	চালকে,	
onchalgoolir,	অঞ্চললুলির,	অঞ্চলগুলির,	
vangchur,	ভাঙচুর,	ভাংচুর,	
shniper,	স্নীপের,	স্নাইপার,	
pudinn,	পুদিন,	পুডিং,	
dhrubak,	ধুরুবক,	ধ্রুবক,	
mukhomandoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
nathivukta,	নথিভভূক্ত,	নথিভুক্ত,	
licensedharii,	লিকেনেসাারা,	লাইসেন্সধারী,	
shikshakder,	শিক্ষকদের,	শিক্ষকদের,	
shkalashtika,	স্কলল্স্টি,	স্কলাস্টিক,	
alexanderke,	আলেকেঙাক্দেরে,	আলেকজান্ডারকে,	
huqa,	হুক,	হুক,	
prakare,	প্রাকেে,	প্রকারে,	
aiiub,	আইব,	আইইউবি,	
tofat,	তফটট,	তফাৎ,	
letter,	লেটার,	লেটার,	
footbalarer,	ফুটবালররের,	ফুটবলারের,	
granthaty,	গ্রন্থটি,	গ্রন্থটি,	
indrer,	ইন্দারের,	ইন্দ্রের,	
mukhamandol,	মুখমন্ডল,	মুখমণ্ডল,	
akbakke,	আকবাকে,	একবাক্যে,	
sloker,	স্লকের,	শ্লোকের,	
jackson,	জেকা্কন,	জ্যাকসন,	
sonmukh,	সন্ুখ,	সন্মুখ,	
moushum,	মৌসুম,	মৌসুম,	
jank,	জাঁক,	জাঁক,	
byaboharkarikey,	ব্যবহারকারীকে,	ব্যবহারকারীকে,	
bedkey,	বেদকে,	বেদকে,	
kloud,	ক্লাউ,	ক্লাউড,	
shikkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
staylish,	স্টাইলিস,	স্টাইলিশ,	
yura,	ইউরা,	ইউরো,	
sulphate,	সুলফাতে,	সালফেট,	
mugdho,	মুগো,	মুগ্ধ,	
boron,	বরণ,	বোরন,	
cena,	কেনা,	সিনা,	
mach,	মাচ,	মাছ,	
uru,	উরু,	উরু,	
gaugee,	গৌগী,	গেজ,	
thai,	ঠাইই,	থাই,	
dolu,	দলু,	ডলু,	
grameri,	গ্রামারি,	গ্রামেরই,	
andaman,	অন্দোমন,	আন্দামান,	
lishenshe,	লিসেংসে,	লাইসেন্স,	
enginiiring,	ইঞ্জােনি,	ইঞ্জিনিয়ারিং,	
abarte,	আ্ররতে,	আবর্তে,	
rakkhanvag,	রক্ষণভাগ,	রক্ষণভাগ,	
rubyo,	রূবও,	রুবিও,	
korkotkraantee,	করককতকাঁটি,	কর্কটক্রান্তি,	
aamontrito,	আমন্ত্রিত,	আমন্ত্রিত,	
fiksim,	ফিক্সিম,	ফিক্সিং,	
direqtareta,	ডিরেক্টরেট,	ডিরেক্টরেট,	
valobasen,	ভালবাসেন,	ভালোবাসেন,	
monmoth,	মনমমথ,	মন্মথ,	
prabhuder,	প্রভূদের,	প্রভুদের,	
mette,	মেটে,	ম্যাট,	
doulaa,	দৌললা,	দৌলা,	
chaaktir,	চা্তির,	চাকতির,	
potcheetrer,	পথচিতেরের,	পটচিত্রের,	
eastar,	ইস্টার,	ইস্টার,	
enamela,	এনমমেল,	এনামেল,	
jhankar,	ঝাকার,	ঝঙ্কার,	
maile,	মেলে,	মাইল,	
dakteekit,	ডকক্তিকি,	ডাকটিকিট,	
bhenuser,	ভেনেসের,	ভেনাসের,	
protizogii,	প্রতিযোগী,	প্রতিযোগী,	
parswer,	পারস্যের,	পার্শ্বের,	
mookhomandoley,	মুখমনন্ডলে,	মুখমণ্ডলে,	
nobotom,	নবতম,	নবতম,	
bibadey,	বিবাদে,	বিবাদে,	
sahochorjey,	সহচর্যে,	সাহচর্যে,	
saatzon,	সাযজন,	সাতজন,	
jaki,	জাকি,	জকি,	
risorte,	রিসর্টে,	রিসোর্টে,	
adbhansed,	অদযানভান্ডে,	অ্যাডভান্সড,	
tauki,	তৌকি,	তকি,	
growth,	গ্রথ,	গ্রোথ,	
shattoki,	সাত্তকই,	সাত্যকি,	
tolemyr,	তলেমীর,	টলেমির,	
songasthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
uzobekeestaan,	উজবেকিত্্বন,	উজবেকিস্তান,	
mirakel,	মিরকেল,	মিরাকেল,	
rinattok,	রীততত্মক,	ঋনাত্মক,	
postake,	পোস্তাকে,	পোস্টকে,	
transafarma,	ট্রান্সফার্ম,	ট্রান্সফর্ম,	
marier,	মেরির,	ম্যারির,	
yukeliptash,	ইউকিলিপিট্স,	ইউক্যালিপ্টাস,	
dep,	ডেপ,	ডেপ,	
madhuri,	মধুরি,	মাধুরী,	
aashirbad,	আশীর্বাদ,	আশির্বাদ,	
byan,	ব্যান,	ব্যাং,	
ddheela,	ঢ্বেলা,	ঢিলা,	
asamorik,	আসামরিক,	অসামরিক,	
chheelona,	ছিলননা,	ছিলনা,	
dormitoree,	দরমমটির,	ডরমিটরি,	
mosjidkey,	মসজজীদকে,	মসজিদকে,	
poripakey,	পরিপাে,	পরিপাকে,	
phareqsa,	ফরেক্স,	ফরেক্স,	
edaning,	এডানন,	ইদানীং,	
gaandas,	গান্ডস,	জ্ঞানদাস,	
edmiral,	এডডিরাল,	এডমিরাল,	
seeramiker,	সিরামিকের,	সিরামিকের,	
shaattoki,	সাত্তাক,	সাত্যকি,	
aarakaner,	আরককােনের,	আরাকানের,	
shatoke,	সততকে,	শতকে,	
blyaqa,	ব্লক,	ব্ল্যাক,	
monjile,	মঞ্জিল,	মঞ্জিলে,	
dharabahikbhabe,	ধারাভাবকভাবে,	ধারাবাহিকভাবে,	
phirti,	ফিরটি,	ফিরতি,	
shringga,	শৃঙঙ,	শৃঙ্গ,	
pretishta,	প্রতিষ্ট,	প্রতিষ্টা,	
manhputo,	মান্পুট,	মনঃপুত,	
changee,	চেঙ্ি,	চেঞ্জ,	
byapokotor,	ব্যাপকতার,	ব্যাপকতর,	
samoshti,	সমস্তি,	সমষ্টি,	
deefinision,	ডিফিনিশন,	ডেফিনেশন,	
chaudhuriyo,	চৌধুর্ও,	চৌধুরীও,	
seconde,	সেকননদে,	সেকেন্ডে,	
maradeho,	মারাদেহ,	মরদেহ,	
chhotogolpe,	ছোটোগল্পে,	ছোটগল্পে,	
nirikho,	নিরিখ্ষ,	নিরিখ,	
minishtarer,	মিনিসটটরের,	মিনিস্টারের,	
armenian,	আরমেনিয়ান,	আর্মেনিয়ান,	
builder,	বিললডের,	বিল্ডার,	
krus,	ক্রাশ,	ক্রুশ,	
bipozzonok,	বিপদজ্জনক,	বিপজ্জনক,	
bordhitangso,	বর্ধীতাংশ,	বর্ধিতাংশ,	
rupdan,	রূপদ্যান,	রুপদান,	
shahanara,	শাহাাা,	শাহানারা,	
sallallahu,	সাল্লাল্লাহু,	সল্লাল্লাহু,	
bongraam,	বংগ্রাম,	বনগ্রাম,	
palestinea,	পলযসলসিটেইি,	প্যালেস্টাইনে,	
sikkhakramer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
soomi,	সুমি,	সুমি,	
sangasthati,	সংস্থাটি,	সংস্থাটি,	
pushtee,	পুষ্তি,	পুষ্টি,	
byaboharkari,	ব্যবহারকারী,	ব্যবহারকারীই,	
prothakey,	প্রথাকে,	প্রথাকে,	
sumitrar,	সুমিত্রার,	সুমিত্রার,	
joneser,	জননেেের,	জোন্সের,	
joubankal,	যৌবনকাল,	যৌবনকাল,	
danakana,	ডানককানা,	ডানকান,	
bhuushito,	ভূষিষ,	ভূষিত,	
nothivookto,	নথিভুক্ত,	নথিভুক্ত,	
prakalpagulo,	প্রকললপুলো,	প্রকল্পগুলো,	
shahab,	সাহাব,	সাহাব,	
vault,	ভো়াল,	ভল্ট,	
sthapanagulo,	স্থানপাগুলো,	স্থাপনাগুলো,	
grambasir,	গ্রামবাসীর,	গ্রামবাসীর,	
koreempoor,	করিমপুর,	করিমপুর,	
gutano,	গুটানো,	গুটানো,	
gitikabita,	গীতিকাবিত,	গীতিকবিতা,	
shoow,	শু,	শো,	
amanisha,	অমানীশা,	অমানিশা,	
arunima,	অরুমীনা,	অরুণিমা,	
langhan,	লং্ঘন,	লংঘন,	
graambasir,	গ্রা্বাসীর,	গ্রামবাসীর,	
qredita,	ক্রিডট,	ক্রেডিট,	
prottokkhovabe,	প্রত্যক্্যকভাবে,	প্রত্যক্ষভাবে,	
servere,	সারভেরে,	সার্ভারে,	
gonocheen,	গণছীন্নীন,	গণচীন,	
ekpashe,	একপাশে,	একপাশে,	
floodliter,	ফ্লুডিিির,	ফ্লাডলাইটের,	
bongshoke,	বংশকে,	বংশকে,	
eiling,	আইলিং,	ইলিং,	
deezni,	দিজনী,	ডিজনী,	
elaakaate,	এলাকাতে,	এলাকাতে,	
motkey,	মোটকে,	মতকে,	
ghumachhilo,	ঘুমাছিল,	ঘুমাচ্ছিল,	
naitikatavodh,	নৈতিতাভাধ,	নৈতিকতাবোধ,	
manobmoner,	মানবমমের,	মানবমনের,	
uchchatara,	উচ্চতারা,	উচ্চতর,	
dorun,	দরুুণ,	দরুণ,	
sajja,	সাযজ,	সজ্জা,	
chalochchitrai,	চলচিত্রইি,	চলচ্চিত্রই,	
ralafa,	রাফা,	রালফ,	
muhammada,	মুহাম্মদ,	মুহাম্মদ,	
kooshumba,	কুষুমবা,	কুশুম্বা,	
jotsna,	যৎস্ষা,	জ্যোৎস্না,	
parksh,	পার্কস,	পার্কস,	
hijrii,	হিজরি,	হিজরী,	
mousumei,	মৌসুমেই,	মৌসুমেই,	
mukhomandaler,	মুখমন্ডলের,	মুখমণ্ডলের,	
heebhi,	হেভি,	হেভি,	
seat,	সীট,	সিট,	
sathikata,	সথিিকতা,	সঠিকতা,	
govornorer,	গভর্নরের,	গভর্ণরের,	
qraima,	ক্রেম,	ক্রাইম,	
depp,	ডেপ,	ডেপ,	
tukroke,	তুকরককে,	টুকরোকে,	
rutina,	রুটিনা,	রুটিন,	
achish,	আচিষ,	আছিস,	
airesey,	আইরিশে,	আইরেসে,	
monoputo,	মননপুত,	মনঃপুত,	
atmabishvashi,	অত্মবিব্যী,	আত্মবিশ্বাসী,	
musolmanra,	মুসমল্নরা,	মুসলমানরা,	
bordhitangsho,	বর্ধীতাংশ,	বর্ধিতাংশ,	
fansi,	ফাঁসি,	ফাঁসী,	
agomoner,	আগোমীর,	আগমনের,	
metropalitana,	মেট্রোপলিটান,	মেট্রোপলিটন,	
sasharire,	শশরীরে,	সশরীরে,	
saafi,	সফফ,	সাফি,	
aborto,	আবর্ত,	আবর্ত,	
ramdhonu,	রামধনন,	রামধনু,	
nadnodeer,	নদন্দী,	নদনদীর,	
gandogol,	গণ্ডগল,	গন্ডগোল,	
thyachar,	থ্যাচার,	থ্যাচার,	
taigara,	টাইগা,	টাইগার,	
