areek,	আরেক,	আরিক,	
byapokotor,	ব্যাপকতের,	ব্যাপকতর,	
somraatraa,	সমরাত্রা,	সম্রাটরা,	
tiunara,	টিউনার,	টিউনার,	
baipasa,	বাইপাস,	বাইপাস,	
ayadabhanshada,	অ্যাডভাশাস,	অ্যাডভান্সড,	
dai,	দাই,	দিই,	
bhognee,	ভগ্নী,	ভগ্নী,	
matthews,	ম্যাথিউস,	ম্যাথিউস,	
omanisa,	অমনিস,	অমানিশা,	
mela,	মেল,	মাইল,	
goreeb,	গরীব,	গরিব,	
khilafat,	খিলাফাত,	খিলাফত,	
mittrota,	মিট্রোতা,	মিত্রতা,	
resort,	রিসর্ট,	রিসোর্ট,	
saaeda,	সাইড,	সাইদা,	
nirgun,	নির্গুণ,	নির্গুণ,	
cilahati,	চিলালাটি,	চিলাহাটি,	
adorso,	আদর্শ,	আর্দশ,	
sallallahu,	সাল্লাল্লাহু,	সল্লাল্লাহু,	
teresha,	তেরেসা,	টেরেসা,	
veenom,	ভীনম,	ভেনম,	
sohopatheekey,	সহপাঠীকে,	সহপাঠীকে,	
troup,	ট্রুপ,	ট্রুপ,	
neelfamarir,	নিলফামারীর,	নীলফামারীর,	
bishnooke,	বিষ্ণুকে,	বিষ্ণুকে,	
bohudeen,	বহুদিন,	বহুদিন,	
protishta,	প্রতিষ্ট,	প্রতিষ্টা,	
fasi,	ফাযাসি,	ফাঁসী,	
bodka,	বোদকা,	ভদকা,	
arjara,	অর্জার,	আর্যরা,	
taigara,	টাইগার,	টাইগার,	
digrio,	ডিগ্রিও,	ডিগ্রিও,	
novell,	নভেল,	নভেল,	
bisheshshyo,	বিশেষ্য,	বিশেষ্য,	
dibating,	ডিবেটিং,	ডিবেটিং,	
metrapalitana,	মেট্রোপালিনান,	মেট্রোপলিটন,	
nutoner,	নূতনের,	নূতনের,	
kodguli,	কো্গুলি,	কোডগুলি,	
rubio,	রুবিও,	রুবিও,	
sahabike,	সাহাবীকে,	সাহাবীকে,	
gabeshonagar,	গবেষণাগার,	গবেষনাগার,	
sothikata,	সথীকতা,	সঠিকতা,	
shoccer,	শক্সের,	সকার,	
ancieent,	অ্যান্সিয়েন্ট,	এনসিয়েন্ট,	
karpet,	কার্পাত,	কার্পেট,	
transformaarer,	ট্রান্সফোর্মের,	ট্রান্সফরমারের,	
rupdan,	রূপদান,	রুপদান,	
jesa,	জেস,	জেস,	
bosstonte,	বসস্তনটে,	বসন্তে,	
spashtotai,	স্পষ্টতাই,	স্পষ্টতই,	
patochitra,	পাতিচিত্র,	পটচিত্র,	
skolarship,	স্কলারশিপ,	স্কলারশিপ,	
soundarja,	সৌন্দর্য,	সৌর্ন্দয্য,	
homasa,	হোমস,	হোমস,	
shochindro,	শচিন্দ্র,	শচীন্দ্র,	
marketim,	মার্কেটিং,	মার্কেটিং,	
siddhantoi,	সিদ্বান্তই,	সিদ্ধান্তই,	
ovidhanik,	অভিধানিক,	অভিধানিক,	
manur,	মানুর,	মনুর,	
gonona,	গণনা,	গণনা,	
rajnaiteek,	রাজনৈতিক,	রাজনৈতীক,	
volapuq,	ভলাপুক,	ভোলাপুক,	
elaakate,	এলাকাতে,	এলাকাতে,	
munsi,	মুনসি,	মুন্সি,	
taroni,	তারণী,	তরণী,	
ceramicer,	কেরামির,	সিরামিকের,	
boudha,	বৌদ্ধ,	বৌদ্ধ,	
shikha,	শিখা,	শিখ,	
gemser,	গেমসের,	জেমসের,	
sacheton,	সচেতন,	সচেতন,	
kunty,	কুন্তি,	কুন্তী,	
brindabane,	বৃর্দবানে,	বৃন্দাবনে,	
gronthoo,	গ্রন্থু,	গ্রন্থও,	
tiner,	টিনের,	তিনের,	
gobeshokgon,	গবেষণক,	গবেষকগণ,	
dhanche,	ধাঁচে,	ধাঁচে,	
anti,	অন্তি,	আন্টি,	
siit,	শীট,	শীত,	
rupantor,	রূপান্তর,	রুপান্তর,	
khappar,	খাপ্পার,	খপ্পর,	
shakar,	শকর,	সকার,	
bhaibon,	ভাইবন,	ভাইবোন,	
thanvee,	ঠানভী,	থানভী,	
soorti,	শূর্তি,	সুরটি,	
ongkita,	অংকিত,	অঙ্কিতা,	
somabesh,	সমেবেশ,	সমাবেশ,	
udbodhone,	উদ্বোধনে,	উদ্বোধনে,	
jonogononar,	জনগণনার,	জনগণনার,	
ganakantho,	গণকান্থ,	গণকণ্ঠ,	
oxfordey,	অক্সফার্ডে,	অক্সফোর্ডে,	
daada,	দাদা,	দাদা,	
golakritir,	গোলাকৃতির,	গোলাকৃতির,	
shrabosty,	শ্রবস্তি,	শ্রাবস্তী,	
anisa,	অনিশা,	আনিস,	
phake,	ফাঁকে,	ফাকে,	
darada,	দরদা,	দারদা,	
suparichiti,	সুপারিচিতি,	সুপরিচিতি,	
netherland,	নেদারল্যান্ড,	নেদারল্যান্ড,	
dreestiheen,	দৃর্টিহীন,	দৃষ্টিহীন,	
birder,	বীরদের,	বার্ডের,	
bbosontoke,	ব্যসন্তকে,	বসন্তকে,	
shatoke,	শতকে,	শতকে,	
daktikiter,	ডাক্তিকিতের,	ডাকটিকিটের,	
prokolpoti,	প্রকল্পটি,	প্রকল্পটি,	
besharkarikarone,	বেসরকারীকরণে,	বেসরকারিকরণ,	
cholchhee,	চলছি,	চলছে,	
samanyoi,	সামান্যই,	সামান্যই,	
scoore,	স্কোর,	স্কোর,	
krej,	ক্রেজ,	ক্রেজ,	
advoot,	অ্যাডভুট,	অদ্ভুত,	
natunatwa,	নতুনত্ব,	নতুনত্ব,	
madhobi,	মাধবী,	মাধবী,	
hirani,	হিরণি,	হিরানি,	
beetlaser,	বিটলেসের,	বিটলসের,	
sekarone,	সেকারণে,	সেকারণে,	
breq,	ব্রেক,	ব্রেক,	
uparjan,	উপরজন,	উপার্জন,	
kakhonyoba,	কাখন্যবা,	কখনওবা,	
cs,	সিসি,	সিএস,	
nabyata,	নব্যতা,	নাব্যতা,	
lajik,	লাজিক,	লজিক,	
bu,	বু,	বু,	
aastikotaa,	আস্তিকতা,	আস্তিকতা,	
ekspression,	এক্সপ্রেশন,	এক্সপ্রেশন,	
rigthter,	রিগতের,	রাইটের,	
mukhobandha,	মুখবন্ধ,	মুখবন্ধ,	
makhmale,	মাখমালে,	মখমলে,	
turkider,	তুর্কীদের,	তুর্কিদের,	
chalochchitrogulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
matte,	মটে,	ম্যাট,	
janosanjog,	জনসঙ্গত,	জনসংযোগ,	
protizogii,	প্রতিযোগী,	প্রতিযোগী,	
manushder,	মানুষদের,	মানুষদের,	
granthe,	গ্রন্থে,	গ্রন্থে,	
chainge,	চাইনজ,	চেঞ্জ,	
gaadhaa,	গাধা,	গাধা,	
chargar,	চার্গার,	চার্জার,	
bachai,	বাচাই,	বাছাই,	
rajnoitik,	রাজনৈতিক,	রাজনৈতীক,	
granthatike,	গ্রন্থাটিকে,	গ্রন্থটিকে,	
krusher,	ক্রাসের,	ক্রুশের,	
naaneer,	নানির,	নানীর,	
forid,	ফরিদ,	ফরিদ,	
rokibul,	রকিবুল,	রকিবুল,	
temonvabe,	তেমনভাবে,	তেমনভাবে,	
ekoghoore,	একঘুরে,	একঘরে,	
eucalyptushh,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
dayna,	ডায়ান,	ডায়না,	
sonaktokaraner,	শনাক্তকাণের,	সনাক্তকরণের,	
paschimey,	পশ্চিমে,	পশ্চিমে,	
paakshenara,	পাক্সেনার,	পাকসেনারা,	
bivonno,	বিভন্ন,	বিভন্ন,	
bagdadii,	বাগদী,	বাগদাদী,	
fatakesto,	ফটেকস্ট,	ফাটাকেষ্ট,	
manushi,	মানুষী,	মানুষী,	
bikaargrasto,	বিকারগারস্ট,	বিকারগ্রস্ত,	
ekai,	একই,	একাই,	
kurdira,	কুর্দিরা,	কুর্দিরা,	
oitijhyo,	ঐতিহ্য,	ঐতিহ্য,	
eshokol,	এসকল,	এসকল,	
shodhan,	শোধন,	শোধন,	
fokshkon,	ফক্ষণ,	ফক্সকন,	
saarbharti,	সার্ভর্তী,	সার্ভারটি,	
lokkhero,	লক্ষেরও,	লক্ষেরও,	
beam,	বিয়ম,	বীম,	
abhidhaner,	অভিধানের,	অভিধানের,	
ghumachchila,	ঘুমাছিিলা,	ঘুমাচ্ছিল,	
marri,	মেরী,	ম্যারি,	
shiramikasha,	শিরামিকাস,	সিরামিকস,	
angshogragon,	অংশগ্রহণ,	অংশগ্রহন,	
ashanka,	আসঙ্ক,	আশঙ্কা,	
joisttho,	জৈষ্ট,	জ্যৈষ্ঠ,	
bedke,	ব্যেডকে,	বেদকে,	
chalachchitrai,	চলচিত্রেই,	চলচ্চিত্রই,	
roopdaan,	রূপদান,	রুপদান,	
cholechi,	চলেছি,	চলেছি,	
boshoborty,	বশববর্তী,	বশবর্তী,	
hepataitisa,	হেপটাইটিস,	হেপাটাইটিস,	
nesanasa,	নেশনস,	নেশনস,	
karadanda,	কারাদন্ড,	কারাদণ্ড,	
gujober,	গুজবের,	গুজবের,	
mododpusto,	মদদ্ুস্ত,	মদদপুষ্ট,	
azimpur,	আজিমপুর,	আজিমপুর,	
kamti,	কামটি,	কমতি,	
aswastikor,	অস্বাস্কিকর,	অস্বস্তিকর,	
sakar,	সাকার,	সকার,	
gajipur,	গাজীপুর,	গাজিপুর,	
asamarik,	আসামরিক,	অসামরিক,	
kalkarkhana,	কালকাখ্না,	কলকারখানা,	
karmosansthaner,	কর্মসংস্থানের,	কর্মসংস্থানের,	
maailkhanek,	মাইলখেনকে,	মাইলখানেক,	
brindabone,	বৃর্দবনে,	বৃন্দাবনে,	
moddhyekar,	মধ্যেকার,	মধ্যেকার,	
dunkan,	ডাঙ্কন,	ডানকান,	
grambaaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
kamij,	কমিজ,	কামিজ,	
gobeshokgan,	গবেষণাক্ন,	গবেষকগণ,	
meyiler,	মেইলের,	মেইলের,	
iviem,	এভিয়েম,	ইভিএম,	
durgondho,	দুর্গন্ধ,	দুর্গন্ধ,	
aamor,	আমর,	আমর,	
enjineerinj,	ইঞ্জিনিরিজ,	ইঞ্জিনিয়ারিং,	
poner,	পনের,	পনের,	
grambaseeo,	গ্রামবাসীও,	গ্রামবাসীও,	
herfer,	হার্ফার,	হেরফের,	
epiela,	এপিল,	আইপিএল,	
lyandeeng,	ল্যান্ডিং,	ল্যান্ডিং,	
neck,	নেক,	নেক,	
nandolal,	নন্ডলাল,	নন্দলাল,	
locker,	লকের,	লকের,	
laaishensh,	লাইসেন্স,	লাইসেন্স,	
konishtho,	কনিষ্ঠ,	কনিষ্ঠ,	
prakalpoo,	প্রকল্পু,	প্রকল্পও,	
batikromee,	ব্যাতিক্রমী,	ব্যতিক্রমী,	
phutantoa,	ফুটন্ত,	ফুটন্ত,	
ameerika,	অ্যামেরিকা,	আমেরিকা,	
bamni,	বামনী,	বামনী,	
mugdhota,	মুগধোতা,	মুগ্ধতা,	
mausumei,	মাুমইে,	মৌসুমেই,	
gandharir,	গান্ধারীর,	গান্ধারীর,	
ingrezeeteo,	ইংরেজিতেও,	ইংরেজিতেও,	
deily,	ডেইলি,	ডেইলি,	
provritir,	প্রভৃতির,	প্রভৃতির,	
ssumitrar,	সুমিত্রার,	সুমিত্রার,	
amerikar,	অ্যামেরিকার,	আমেরিকার,	
narikei,	নারীকেই,	নারীকেই,	
sayeed,	সাঈদ,	সাইদ,	
streegan,	স্ত্রীগণ,	স্ত্রীগণ,	
protishtan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
gotibegey,	গতিবেগে,	গতিবেগে,	
agahir,	আগাহির,	অগভীর,	
maradeha,	মারেদেহ,	মরদেহ,	
gobeshana,	গবেষণা,	গবেষনা,	
parshwer,	পারস্বের,	পার্শ্বের,	
buffer,	বাফার,	বাফার,	
bhootara,	ভোতার,	ভোটার,	
karmokarke,	কর্মকারকে,	কর্মকারকে,	
pushteer,	পুষ্টির,	পুষ্টির,	
jibonto,	জীবন্ত,	জীবন্ত,	
potthon,	পথন,	পঠন,	
bohal,	বোহাল,	বহাল,	
yankii,	যানকি,	ইয়াংকি,	
prottokhobhabe,	প্রত্যাখ্যাভে,	প্রত্যক্ষভাবে,	
thailyanda,	থাইল্যান্ড,	থাইল্যান্ড,	
obhishangsan,	অভিষংসন,	অভিশংসন,	
nodiitike,	নদীতীকে,	নদীটিকে,	
jaatti,	জাত্তি,	জাতটি,	
ispredsit,	স্পারেসডেস্ট,	স্প্রেডশীট,	
eshiyetika,	এসিয়েটিক,	এশিয়াটিক,	
apachesta,	অপচেষ্ট,	অপচেষ্টা,	
