gosthii,	গোষ্ঠী,	গোষ্ঠীই,	
cilahati,	চিলাহটি,	চিলাহাটি,	
landey,	ল্্ডে,	ল্যান্ডে,	
ishpredshhit,	সস্প্রেডিস,	স্প্রেডশীট,	
firoj,	ফিরজ,	ফিরোজ,	
bhaskar,	ভাস্কার,	ভাস্কর,	
nirarthak,	নিরার্থক,	নিরর্থক,	
juktorashtreo,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রেও,	
pro,	প্র,	প্রো,	
rahee,	রাহী,	রাহি,	
bonbhumite,	বনভূমিতে,	বনভূমিতে,	
hoila,	হইলা,	হইল,	
hyarikeena,	হ্যারিকেনা,	হ্যারিকেন,	
desiseyer,	ডেসিসের,	ডিজিজের,	
jounatar,	যৌনাতর,	যৌনতার,	
fox,	ফক্স,	ফক্স,	
aakaabaar,	আকাবার,	আকাবার,	
pharanyata,	ফরণ্যাত,	ফরম্যাট,	
nuton,	নুটন,	নূতন,	
neemeetto,	নিমিত্ব,	নিমিত্ত,	
itastata,	ইতস্তট,	ইতস্ততঃ,	
drissoi,	দৃশ্যই,	দৃশ্যই,	
cheelona,	ছিলনা,	ছিলনা,	
kadarer,	কাদারের,	কদরের,	
mohisho,	মহীশ,	মহিষ,	
teestaar,	টিস্টার,	তিস্তার,	
maadhookori,	মাধুকরি,	মাধুকরী,	
tookrote,	তুকরতে,	টুকরোতে,	
vortuki,	ভর্তুকি,	ভর্তুকি,	
bagdadi,	বাগদাদী,	বাগদাদী,	
malaika,	মালাইকা,	মালাইকা,	
porishkoron,	পরিষ্করণ,	পরিষ্করণ,	
tenishe,	টেনিসে,	টেনিসে,	
dharavassokar,	ধারাভাসকার,	ধারাভাষ্যকার,	
octane,	অক্টানে,	অকটেন,	
leaders,	লিডার্স,	লিডার্স,	
coner,	কোনের,	কনের,	
mukhomaundol,	মুখমন্ডল,	মুখমণ্ডল,	
venom,	ভেনম,	ভেনম,	
pratisthasoho,	প্রতিষ্থাসহ,	প্রতিষ্ঠাসহ,	
prettii,	প্রেত্তি,	প্রিটি,	
asbar,	আসবার,	আসবার,	
aqramer,	আকররমের,	আকরামের,	
chutite,	ছুটিতে,	ছুটিতে,	
chapal,	চাপাল,	চপল,	
nodnadeer,	নদ্নাদীর,	নদনদীর,	
hoteelti,	হতিলটি,	হোটেলটি,	
conphlikt,	কনফ্লিক্ট,	কনফ্লিক্ট,	
madrajer,	মাদরাজের,	মাদ্রাজের,	
gorur,	গরুর,	গরুর,	
uttar,	উত্তার,	উওর,	
mousum,	মৌসম,	মৌসুম,	
roobi,	রুবি,	রুবি,	
maarmaader,	মারমাদের,	মারমাদের,	
bamon,	বামন,	বামন,	
poscate,	পশ্চাতে,	পশ্চাতে,	
homske,	হোমসকে,	হোমসকে,	
kaansaat,	কানসাত,	কানসাট,	
anuchcheder,	অনুচ্ছেদের,	অনুচ্ছেদের,	
qrisenta,	ক্রিজেন্ট,	ক্রিসেন্ট,	
ula,	উলা,	উল,	
braqe,	ব্রকে,	ব্রেক,	
dharabahikvabey,	ধারাবহিকভাবে,	ধারাবাহিকটি,	
alexandar,	আলেক্্দান,	আলেকজান্ডার,	
gorrer,	গরের,	গোরের,	
volte,	ভোল্টে,	ভল্ট,	
bajareo,	বাজারেও,	বাজারেও,	
akabar,	একাবার,	আকাবার,	
kanaflikta,	কানফ্লিক্ট,	কনফ্লিক্ট,	
alaa,	আলা,	আলা,	
duckticketer,	ডাক্টিকেটের,	ডাকটিকিটের,	
karmoi,	কর্মই,	কর্মই,	
firoze,	ফিরজে,	ফিরোজ,	
jacqsan,	জাকসন,	জ্যাকসন,	
heavy,	হেভি,	হেভি,	
sammatitey,	সম্মাতিতে,	সম্মতিতে,	
kachhakachhi,	কাছাকাছি,	কাছাকাছি,	
biswash,	বিশ্বসস,	বিশ্বাস,	
cholochchitratike,	চলচিত্তিতাকে,	চলচ্চিত্রটিকে,	
shoo,	সু,	শো,	
jakkher,	যক্ষের,	যক্ষের,	
mulvitti,	মুলভিত্তি,	মূলভিত্তি,	
obosan,	অবাসন,	অবসান,	
wolapuk,	ভোলাপুক,	ভোলাপুক,	
assastikar,	আস্বস্তিকার,	অস্বস্তিকর,	
nodimaatrik,	নদীমাত্রিক,	নদীমাতৃক,	
rikondison,	রিকোন্ডীশন,	রিকন্ডিশন,	
strigon,	স্ত্রীগণ,	স্ত্রীগণ,	
baasaa,	বাসা,	বাসা,	
chitronatyokar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
nepchooner,	নেপচ্ছের,	নেপচুনের,	
temas,	টেমস,	টাইমস্,	
konader,	কোনাডের,	কণাদের,	
emarzensi,	এমার্জেনি,	এমার্জেন্সি,	
nathivooktir,	নথিভুক্তির,	নথিভুক্তির,	
jarmaniteo,	জার্মানিতেও,	জার্মানিতেও,	
itastata,	ইতস্তট,	ইতস্তত,	
hul,	হুল,	হুল,	
bahyo,	বাহ্য,	বাহ্য,	
akkaash,	এক্যাস,	আককাস,	
ekok,	একক,	একক,	
osamarik,	ওসামারিক,	অসামরিক,	
proshadhoni,	প্রশাধনী,	প্রসাধনী,	
janmat,	জন্মাত,	জন্মাত,	
dinara,	দিনারা,	ডিনার,	
korkotkrantee,	কর্কটকর্ন্তি,	কর্কটক্রান্তি,	
gandagol,	গাণ্ডাগোল,	গন্ডগোল,	
pretii,	প্রেটি,	প্রিটি,	
machhti,	মাছটি,	মাছটি,	
armeniyana,	আরমেনিয়ান,	আর্মেনিয়ান,	
ganochin,	গণচীন,	গণচীন,	
cheenja,	চিঞ্জ,	চেঞ্জ,	
scifi,	স্সিফি,	সাইফাই,	
dhwajbhanga,	ধ্বযভঙ্গ,	ধ্বজভঙ্গ,	
bolokarok,	বলকারক,	বলকারক,	
shangkaloner,	সঙ্কলনের,	সংকলনের,	
nodike,	নদীকে,	নদীকে,	
muhurtoti,	মূহুর্তটি,	মুহুর্তটি,	
anekeri,	অনেকারী,	অনেকেরই,	
ducktickete,	ডাক্টিকেটে,	ডাকটিকিটে,	
bosstonte,	বস্্তনে,	বসন্তে,	
mekon,	মেকন,	মেকং,	
aalaaoler,	আলালের,	আলাওলের,	
tunar,	টুনার,	টিউনার,	
shoilee,	শয়েলি,	শৈলী,	
unsareer,	আনসারীর,	আনসারীর,	
sanmukh,	সন্মুখ,	সন্মুখ,	
mile,	মিলে,	মাইল,	
alaul,	আলৌল,	আলাওল,	
monzhoshtho,	মন্চস্থ,	মঞ্চস্থ,	
khelechen,	খেলেছেন,	খেলেছেন,	
embi,	এমবি,	এমবি,	
hochchilo,	হোচিল,	হচ্ছিলো,	
joqy,	জকি,	জকি,	
chhon,	ছন,	ছোঁ,	
jyesttha,	জেষ্ঠ্য,	জ্যেষ্ঠা,	
zuboke,	যুবকে,	যুবকে,	
abdun,	আব্দুন,	আবদুন,	
bollov,	বলল,	বল্লভ,	
notti,	নটি,	নোটটি,	
prodiip,	প্রদিপ,	প্রদীপ,	
lagche,	লাগছে,	লাগছে,	
nederland,	নেডারল্যান্ড,	নেদারল্যান্ড,	
shikkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
koreem,	করিম,	করিম,	
odoore,	অদূরে,	অদুরে,	
carpete,	কর্পেটে,	কার্পেটে,	
mojuter,	মজুতের,	মজুতের,	
yuro,	ইউরো,	ইউরো,	
nyaper,	ন্যাপের,	ন্যাপের,	
shov,	শো,	শো,	
korecho,	করেছো,	করেছো,	
fotanor,	ফটানোর,	ফোটানোর,	
karuna,	করুনা,	করুণা,	
niutrina,	নিউট্রিন,	নিউট্রিনো,	
chho,	ছো,	ছোঁ,	
kamla,	কমলা,	কামলা,	
ashongkai,	অসঙ্কাই,	আশঙ্কাই,	
template,	টেম্পলেট,	টেম্পলেট,	
dormitoree,	ডর্মিটরি,	ডরমিটরি,	
rakhtokkharoner,	রক্তক্ষণের,	রক্তক্ষরণের,	
arthurer,	অর্থুরের,	আর্থারের,	
songosthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
mastars,	মাস্টার্স,	মাস্টার্স,	
srisri,	সৃশ্রি,	শ্রীশ্রী,	
kiirti,	কীর্তি,	কীর্তি,	
kemone,	কেমনে,	কেমনে,	
kunntee,	কুন্টি,	কুন্তী,	
nisader,	নিশদের,	নিষাদের,	
dakshinangsha,	দক্ষিণাংশ,	দক্ষিণাংশ,	
hocker,	হকার,	হুকার,	
ekpashe,	একপাশে,	একপাশে,	
bongraam,	বঙ্গ্রাম,	বনগ্রাম,	
provuder,	প্রভাদের,	প্রভুদের,	
quota,	কোটা,	কোটা,	
jathon,	যথন,	যথন,	
anan,	আনন,	আনান,	
suparichiti,	সুপারিচিতি,	সুপরিচিতি,	
soteciety,	সটেচিটি,	সোসাইটিতে,	
soleel,	সলিল,	সলিল,	
shapad,	সাপদ,	শ্বাপদ,	
vins,	ভিন্স,	ভিন্স,	
noiteekota,	নৈতিকতা,	নৈতিকতা,	
akjoge,	একযোগে,	একযোগে,	
goojober,	গুজবের,	গুজবের,	
korimer,	করিমের,	করিমের,	
notunotto,	নতুনত্ত,	নতুনত্ব,	
sthapanatir,	স্থাপানতির,	স্থাপনাটির,	
siddhanto,	সিদ্বান্ত,	সিদ্ধান্তও,	
dinifitian,	ডিনিফিশন,	ডেফিনেশন,	
baabul,	বাবুল,	বাবুল,	
nebhate,	নেভাতে,	নেভাতে,	
commander,	কমান্ডের,	কমাণ্ডার,	
aieesha,	আইএএস,	আইএএস,	
taiwan,	তাইভান,	তাইওয়ান,	
tokey,	তোকে,	ত্বকেই,	
sahapathike,	সহপাঠিকে,	সহপাঠীকে,	
sobrakamer,	সব্রামার,	সবরকমের,	
sanaktakaroner,	সনাক্তকরণের,	সনাক্তকরণের,	
graambasi,	গ্রামবাসী,	গ্রামবাসী,	
neck,	নেক,	নেক,	
dupleks,	ডাপলেক্স,	ডুপ্লে,	
olongkaron,	অলঙ্করণ,	অলঙ্করণ,	
hingsar,	হিংসার,	হিংসার,	
bouddher,	বৌদ্ধের,	বৌদ্ধের,	
hariken,	হারিকেন,	হ্যারিকেন,	
bbonyopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
chalake,	চালকে,	চালকে,	
corymb,	কোরিম,	করিম,	
azadir,	আযাদীর,	আজাদীর,	
ghatity,	ঘটিটি,	ঘাঁটিটি,	
grambasee,	গ্রামবাসী,	গ্রামবাসী,	
mojlishpoor,	মজলিসপুর,	মজলিশপুর,	
rayyaleti,	রেয়েলটি,	রয়্যালটি,	
kingsh,	কিংস,	কিংস,	
mekong,	মেকন,	মেকং,	
grantho,	গ্রন্থ,	গ্রন্থ,	
somraat,	সমারাত,	সম্রাট,	
mohajot,	মহাজত,	মহাজোট,	
shamuk,	সম্যুক,	শামুক,	
embed,	এমবেদ,	এম্বেড,	
uponishoder,	উপনিশদের,	উপনিষদের,	
phutbolarra,	ফুটবলারা,	ফুটবলাররা,	
udvabone,	উদ্ভাবনে,	উদ্ভাবনে,	
asociatees,	অসোসেযেট,	এসোসিয়েটস,	
gitikobita,	গীতিকবিত্,	গীতিকবিতা,	
gayichhey,	গৈছেছে,	গাইছে,	
jaanate,	জানাতে,	জানাতে,	
beshirbhaagei,	বেশিরভাগেই,	বেশিরভাগেই,	
dharabahikotitey,	ধারাবাহিকটতে,	ধারাবাহিকটিতে,	
dhanni,	ধাননি,	ধন্যি,	
tookroti,	তুকরতি,	টুকরোটি,	
pushtir,	পুষ্টির,	পুষ্টির,	
diiptii,	দিপ্তি,	ডেপুটি,	
bodh,	বোঁধ,	বোধ,	
janasangjog,	জনসঙ্গগ,	জনসংযোগ,	
parikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
progreshsh,	প্রগ্রেস,	প্রগ্রেস,	
karmokarer,	কর্মকারের,	কর্মকারের,	
dharavahikti,	ধারাভাক্তি,	ধারাবাহিকটি,	
aieesa,	আইএএস,	আইএএস,	
manobmoner,	মানবমনের,	মানবমনের,	
jesthatar,	যেষ্ঠাতার,	জ্যেষ্ঠতার,	
bashitey,	বাসিতে,	বাঁশিতে,	
matthews,	ম্যাথেস,	ম্যাথিউস,	
aminul,	আমিনুল,	আমিনুল,	
nesnosh,	নেশনস,	নেশনস,	
shikkhakramer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
kooda,	কোডা,	কোড,	
chaakaa,	চাকা,	চাকা,	
sachetanbhabe,	সচচানতাবাবে,	সচেতনভাবে,	
orbit,	অর্বিত,	অরবিট,	
uindoo,	উইন্ডো,	উইন্ডো,	
erina,	এরিনা,	এরিনা,	
tottenhamer,	তত্তেহ্যার,	টটেনহামের,	
breakthraugh,	ব্রেক্টাফ,	ব্রেকথ্রু,	
opadan,	অপাদান,	অপাদান,	
shefa,	সেফ,	শেফ,	
ghenshe,	ঘেনসে,	ঘেঁষে,	
makong,	ম্যাকং,	মেকং,	
itastatah,	ইতাস্তাত,	ইতস্ততঃ,	
