futbolarra,	ফুটবলরারা,	ফুটবলাররা,	
manushder,	মানুষদের,	মানুষদের,	
chotogolpe,	ছোটোগল্পে,	ছোটগল্পে,	
choiti,	চৈতি,	চৈতি,	
shotokei,	শতকেই,	শতকেই,	
khali,	খললী,	খালি,	
atyacharito,	অত্যাচারিত,	অত্যাচারিত,	
juktorashtrasaha,	যুক্তরস্ত্রসহ,	যুক্তরাষ্ট্রসহ,	
kranti,	ক্রান্তি,	ক্রান্তি,	
turki,	তুর্কী,	তুর্কি,	
idipasa,	এডিপাস,	ইডিপাস,	
moqam,	মোকাম,	মোকাম,	
jesha,	জেস,	জেস,	
raagei,	রাগেই,	রাগেই,	
protistha,	প্রতিষ্ঠ,	প্রতিষ্টা,	
raiter,	রাইটের,	রাইটের,	
haitasa,	হাইতাস,	হাইটস,	
jibanta,	জীবন্ত,	জীবন্ত,	
pratishhta,	প্রতিষ্ট,	প্রতিষ্টা,	
graambaasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
poscater,	পশ্চেটের,	পশ্চাতের,	
fotanor,	ফোটানোর,	ফোটানোর,	
damone,	দামনে,	দমনে,	
khoja,	খোজ,	খোজা,	
turkmen,	তুর্কমেন,	তুর্কমেন,	
ganachiner,	গণাচননের,	গণচীনের,	
duple,	ডাপ্লে,	ডুপ্লে,	
dibeta,	দ্বেতা,	ডিবেট,	
superheroo,	সুপারের্ডেও,	সুপারহিরো,	
dibeting,	ডাইবিং,	ডিবেটিং,	
talgachh,	তালগাছ,	তালগাছ,	
mosjidkey,	মসজিদকে,	মসজিদকে,	
bachchaner,	বাচ্চনের,	বচ্চনের,	
herisoner,	হেরিজোনের,	হ্যারিসনের,	
grameroi,	গ্রামারেই,	গ্রামেরই,	
jak,	যাক,	জাঁক,	
amarika,	অ্যামারিকা,	আমেরিকা,	
aairees,	আইরিশ,	আইরিস,	
shhayatana,	শ্যাটন,	শয়তান,	
chhilona,	ছিলনা,	ছিলনা,	
nadnadir,	নদ্নাদির,	নদনদীর,	
prakalpotike,	প্রকল্পটিকে,	প্রকল্পটিকে,	
koota,	কোট,	কোটা,	
mile,	মিল,	মাইল,	
godamjato,	গদমজাত,	গুদামজাত,	
obiyi,	অবিই,	ওবিই,	
vaisaha,	ভৈষসহ,	ভাইসহ,	
engreziteo,	ইংরেজিতেও,	ইংরেজিতেও,	
foxcon,	ফক্স্,	ফক্সকন,	
timoothy,	তিমথি,	টিমোথি,	
ganonatyo,	গণনাত্য,	গণনাট্য,	
abosane,	অবসানে,	অবসানে,	
mitrader,	মিত্রাদের,	মিত্রদের,	
sharther,	সর্থের,	স্বার্থের,	
chhayi,	ছাই,	ছাই,	
rushd,	রুশ্ড,	রুশদ,	
laagche,	লাগকে,	লাগছে,	
romantik,	রোমান্তিক,	রোমান্টিক,	
ispredsit,	ইস্প্রেডসিট,	স্প্রেডশীট,	
paripakey,	পরিপাকে,	পরিপাকে,	
kuery,	কুয়েরি,	কোয়েরি,	
bishnuu,	বিষ্ণু,	বিষ্ণু,	
hajartee,	হজজর্তী,	হাজারটি,	
elakatite,	এলাকটিতে,	এলাকাটিকে,	
sharifer,	শরীফের,	শরিফের,	
siddhantoo,	সিদ্বান্ত,	সিদ্ধান্তও,	
madraser,	মাদরাসের,	মাদ্রাজের,	
dhanni,	ধ্ননি,	ধন্যি,	
sikare,	শিকারে,	শিকারে,	
choson,	চোষন,	চোষণ,	
serverey,	সার্ভারে,	সার্ভারে,	
aanis,	অনিশ,	আনিস,	
choudhoorir,	চৌধুরির,	চৌধুরীর,	
anchalo,	আঞ্চলো,	অঞ্চলও,	
jarusalema,	জর্ুসালম,	জেরুসালেম,	
chorchita,	চর্চিত,	চর্চিত,	
aviyojan,	অভিযোজন,	অভিযোজন,	
pat,	পট,	পেত,	
carymb,	কার্ম্ব,	করিম,	
siropar,	শিরপার,	শিরোপার,	
shoilee,	শৈলী,	শৈলী,	
pratisthanikbhabe,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
wolapuk,	ভোলাপুক,	ভোলাপুক,	
niropekkhotaar,	নিরপ্্ক্ষতার,	নিরপেক্ষতার,	
tochnoch,	তচ্নচ,	তছনছ,	
depootee,	ডিপোতি,	ডেপুটি,	
hoteelti,	হটিলটি,	হোটেলটি,	
chef,	সেফ,	শেফ,	
gaafiloti,	গাফিলোটি,	গাফিলতি,	
vaabnake,	ভাবনাকে,	ভাবনাকে,	
scoree,	স্কররি,	স্কোরে,	
parichchhannata,	পরিচ্ছান্নতা,	পরিচ্ছন্নতা,	
beca,	বেকো,	বেচা,	
byaboharkareer,	ব্যবহারকারীর,	ব্যবহারকারীর,	
ba,	বিএ,	বু,	
chhintayikari,	ছিনতাইকারী,	ছিনতাইকারী,	
dighal,	দীঘল,	দীঘল,	
bipozzonok,	বিপদজ্জনক,	বিপজ্জনক,	
sosa,	শসা,	শশা,	
ranangane,	রণাঙ্গনে,	রণাঙ্গনে,	
jens,	জেন্স,	জিন্স,	
cetholic,	ক্যাথলিক,	ক্যাথলিক,	
sqalastiqa,	স্কলাস্টিক,	স্কলাস্টিক,	
recondition,	রেকন্ডিশেশন,	রিকন্ডিশন,	
easter,	ইস্টার,	ইস্টের,	
dakten,	ডাক্তেন,	ডাকতেন,	
atyachari,	অট্যাচারী,	অত্যাচারী,	
rohoshyor,	রহস্যর,	রহস্যর,	
ghumacchilo,	ঘুমাছছিল,	ঘুমাচ্ছিল,	
aap,	আপ,	আপ,	
dibate,	দিবতে,	ডিবেট,	
bangyer,	বঙ্গের,	ব্যাঙের,	
digreeo,	ডিগ্রে,	ডিগ্রিও,	
rajtontrokey,	রাজ্ত্রন্ত্রকে,	রাজতন্ত্রকে,	
masterer,	মা্্টারের,	মাস্টারের,	
antarvuktimulok,	অন্ত্তর্ভূক্তমূলক,	অন্তর্ভুক্তিমূলক,	
royalty,	রো়্লটি,	রয়্যালটি,	
prodip,	প্রদীপ,	প্রদীপ,	
park,	পার্ক,	পার্ক,	
heeavy,	হিভি,	হেভি,	
peshto,	পেস্ট,	পেষ্ট,	
muhurtoti,	মুহুর্তটি,	মুহুর্তটি,	
bonovumi,	বনভূমি,	বনভূমি,	
bojhaao,	বোঝাও,	বোঝাও,	
diana,	ডায়ন,	ডায়না,	
scholarsip,	স্কলারশিপ,	স্কলারশিপ,	
porisromii,	পরিশ্রমী,	পরিশ্রমী,	
shomostigoto,	সমস্তিগত,	সমষ্টিগত,	
muladee,	মুলাদী,	মুলাদি,	
chalkee,	চালকি,	চালকে,	
shoili,	শৈলী,	শৈলী,	
marketing,	মার্কেটিং,	মার্কেটিং,	
chaalke,	চালকে,	চালকে,	
akritakarjo,	একৃতাকার্য,	অকৃতকার্য,	
mmadhuri,	মধধুরি,	মাধুরী,	
parsher,	পার্সার,	পার্শ্বের,	
shit,	শীট,	শীত,	
muchi,	মুছি,	মুচি,	
mozlis,	মজলিস,	মজলিশ,	
pyor,	পয়ার,	পিওর,	
bishwashoi,	বিশ্বাসই,	বিশ্বাসই,	
ganoporibahaner,	গণপরিবানের,	গণপরিবহনের,	
heavi,	হিভি,	হেভি,	
protijogiider,	প্রতিযোগিদের,	প্রতিযোগীদের,	
onupater,	অনুপতের,	অনুপাতের,	
sikhechi,	শিখেছছি,	শিখেছি,	
meetropolitan,	মেট্রোপলিটান,	মেট্রোপলিটন,	
salmaner,	সলমানের,	সালমানের,	
roi,	রই,	রায়,	
pujito,	পুঁজিত,	পুজিত,	
nirbahi,	নির্বাহী,	নির্বাহি,	
opargota,	অপারগত,	অপারগতা,	
mascat,	মস্কাট,	মাস্কাট,	
faranyata,	ফরণ্যাত,	ফরম্যাট,	
byabostho,	ব্যবস্থ,	ব্যাবস্থা,	
bupher,	বুফার,	বাফার,	
duplee,	ডুপ্লে,	ডুপ্লে,	
jalbe,	জলবে,	জ্বলবে,	
bhaandare,	ভান্ডারে,	ভাণ্ডারে,	
vushito,	ভুষিত,	ভূষিত,	
skolastik,	স্কলাস্টিক,	স্কলাস্টিক,	
bapokotor,	ব্যাপকতর,	ব্যাপকতর,	
zoubonkal,	যৌবনকাল,	যৌবনকাল,	
sthaponar,	স্থাপনার,	স্থাপনার,	
abodamaner,	অবদামানের,	অবদমনের,	
nathivookta,	নথিভুক্ত,	নথিভুক্ত,	
madraji,	মাদ্রাজী,	মাদ্রাজি,	
kyapashula,	ক্যাপসুল,	ক্যাপসুল,	
baarbadoj,	বারবোড,	বার্বাডোজ,	
fiks,	ফিক্স,	ফিক্স,	
biseshyer,	বিশেষের,	বিশেষ্যের,	
peeri,	পেযারি,	পেরি,	
imirgincy,	ইমার্মিন্সি,	এমার্জেন্সি,	
ketechhilo,	কেটেছিল,	কেটেছিল,	
korimkey,	করিমকে,	করিমকে,	
dhaloor,	ঢালুর,	ঢালুর,	
nodnadeer,	নদ্নাদীর,	নদনদীর,	
gazipore,	গাজীপরে,	গাজিপুর,	
thatcher,	থাচাের,	থ্যাচার,	
elaakaa,	এলাকা,	এলাকা,	
prosadhaner,	প্রসাধানের,	প্রসাধনের,	
antarctika,	অন্টার্ক্সিক,	অ্যান্টার্কটিকা,	
jotinke,	যতিনকে,	যতীনকে,	
perri,	পেরী,	পেরি,	
charjara,	চারজারা,	চার্জার,	
goroor,	গরুর,	গরুর,	
roktokkhon,	রক্তক্ষণ,	রক্তক্ষরণের,	
charjer,	চার্জের,	চার্জার,	
besarkarikaran,	বেসরকারীকরণ,	বেসরকারিকরণ,	
taranee,	তরাণী,	তরণী,	
parikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
anekeri,	অনেকারী,	অনেকেরই,	
rajon,	রজন,	রাজন,	
shyutara,	স্যুটার,	শ্যুটার,	
shahabike,	সাহাবীকে,	সাহাবীকে,	
nirbachoker,	নির্বাচকের,	নির্বাচকের,	
soinyora,	সৈন্যরা,	সৈন্যরা,	
shoti,	শতী,	শোটি,	
salil,	শলিল,	সলিল,	
bheenasa,	ভীনাসা,	ভেনাস,	
phood,	ফোড,	ফুড,	
bikargrasto,	বিকরগ্রস্ত,	বিকারগ্রস্ত,	
daale,	ডালে,	ডালে,	
hosain,	হোসাইন,	হোসেইন,	
eqsapreshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
corporation,	কর্পোরেশন,	করপোরেশন,	
sangosthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
chittronattokar,	চিত্রনাত্যকার,	চিত্রনাট্যকার,	
jonogononar,	জনগণনার,	জনগণনার,	
dooburira,	দুবুরীরা,	ডুবুরিরা,	
shfingtar,	স্ফিন্টার,	স্ফিংটার,	
hights,	হাইটসস,	হাইটস,	
madrasa,	মাদরাসা,	মাদ্রাসা,	
sampadan,	সম্পাদন,	সম্পাদন,	
satjaner,	সৎজনের,	সাতজনের,	
shreeshri,	শ্রীশীর,	শ্রীশ্রী,	
sainyara,	সৈন্যার,	সৈন্যরা,	
laiseensee,	লাইসেন্স,	লাইসেন্স,	
saras,	সরাস,	সরস,	
bhadaqa,	ভাদকা,	ভদকা,	
shiropa,	শিরপা,	শিরোপা,	
markete,	মার্কেটে,	মার্কেটে,	
koyari,	কোয়ারি,	কোয়েরি,	
sangbadmadhyomgulote,	সংবাদনম্্গতমে,	সংবাদমাধ্যমগুলোতে,	
nationsh,	ন্যাশন্স,	নেশনস,	
reefleex,	রাইফ্লস্ক,	রিফ্লেক্স,	
duburir,	দুবুরীর,	ডুবুরির,	
alpai,	আলপাই,	অল্পই,	
elakaate,	এলাকাতে,	এলাকাতে,	
hili,	হিলি,	হিলি,	
suraarop,	সুরারোপ,	সুরারোপ,	
turqmen,	তুর্কমেন,	তুর্কমেন,	
ashanka,	অসাঙকা,	আশংকা,	
biplabee,	বিপ্লবি,	বিপ্লবী,	
masters,	মাস্টার্স,	মাস্টার্স,	
shov,	শা,	শো,	
rajtantrey,	রাজ্ত্ত্রে,	রাজতন্ত্রে,	
bisnooke,	বিষ্ণুকে,	বিষ্ণুকে,	
janagononar,	জনগণনোর,	জনগণনার,	
partha,	পার্থ,	পার্থ,	
nirmankaaj,	নির্মাণকাজ,	নির্মাণকাজ,	
taantira,	তান্তিরা,	তাঁতিরা,	
moshjidtir,	মসজিদদির,	মসজিদটির,	
mododpusto,	মদদদপুস্ট,	মদদপুষ্ট,	
lyataa,	ল্যাটা,	ল্যাটা,	
hyariqena,	হ্যারিকেন,	হ্যারিকেন,	
reesideencee,	রেসিডেন্স,	রেসিডেন্স,	
blyaqa,	ব্ল্যাক,	ব্ল্যাক,	
kloj,	ক্লোজ,	ক্লজ,	
napper,	নপপার,	ন্যাপের,	
udichi,	উদিচি,	উদীচী,	
lokkheryo,	লক্ষেরে,	লক্ষেরও,	
abosorer,	অবসরের,	অবসরের,	
biswash,	বিশ্বাস,	বিশ্বাস,	
