dhonuker,	ধ্নুকের,	ধনুকের,	
jaat,	জাত,	জাত,	
jatker,	যাতকের,	জাতকের,	
neeksata,	নেক্সতা,	নেক্সট,	
shyoot,	শ্যুত,	শ্যুট,	
nitrogen,	নিট্রোজেন,	নাইট্রোজেন,	
granthotite,	গ্রন্থটিতে,	গ্রন্থটিতে,	
mrittika,	মৃত্যিকা,	মৃত্তিকা,	
sachetanamulak,	সশেতনামূলক,	সচেতনামূলক,	
sekhen,	শেখেন,	শেখেন,	
gauta,	গৌট,	গাউট,	
gostheegulor,	গষ্ঠিগুলোর,	গোষ্ঠীগুলোর,	
anchaltir,	অঞ্চলটির,	অঞ্চলটির,	
deobondi,	দিবন্দি,	দেওবন্দি,	
jadukori,	জাদুকরি,	যাদুকরী,	
shinai,	শিনাই,	সিনাই,	
gabeshakdol,	গবেষকদল,	গবেষকদল,	
bedera,	বেদেরা,	বেদেরা,	
kinaaraar,	কিনারার,	কিনারার,	
guineatey,	গিনেটে,	গিনিতে,	
lochon,	লোচন,	লোচন,	
thekeche,	ঠেকেছে,	থেকেছে,	
diner,	দিনের,	ডিনের,	
bagdan,	বাগদন,	বাগদান,	
avinetara,	অভিনেটর,	অভিনেতারা,	
kongsh,	কংস,	কংশ,	
mousumey,	মৌসুমে,	মৌসুমে,	
porissromer,	পরিশ্রমের,	পরিশ্রমের,	
ashonkito,	অসং্কিত,	আশঙ্কিত,	
anchaler,	আঞ্চলের,	অঞ্চলের,	
sanshodhonite,	সংশোধনীতে,	সংশোধনীতে,	
jordoner,	জর্দনের,	জর্ডনের,	
collegeye,	কলেজে,	কলেজে,	
graambaseeke,	গ্রামবাসীকে,	গ্রামবাসীকে,	
teeksaas,	টিকসসস,	টেক্সাস,	
manthly,	মন্থলি,	মান্থলি,	
shaahoshikataa,	সাহশিকাতা,	সাহসিকতা,	
prothao,	প্রথাও,	প্রথাও,	
proshikkhaner,	প্রশিক্ষনের,	প্রশিক্ষণের,	
maailsh,	মেলস,	মাইলস,	
ishpahanii,	ইস্াানি,	ইস্পাহানী,	
durgotsaber,	দুর্গটসাবের,	দুর্গোৎসবের,	
gunfal,	গুণফল,	গুণফল,	
spat,	স্পা,	স্পট,	
meile,	মেলে,	মেইলে,	
atitke,	অতিতকে,	অতীতকে,	
sunnota,	শুন্নতা,	শুন্যতা,	
moonsir,	মুনসির,	মুন্সির,	
chaudhoorisaha,	চৌধুরিষহ,	চৌধুরীসহ,	
bosuk,	বসুক,	বসুক,	
shibalee,	শিবালি,	শিবলী,	
banere,	বানেরে,	ব্যানারের,	
ujhho,	উঝ্য,	উহ্য,	
noddleser,	নডডেসের,	নুডলসের,	
amezey,	অ্যামেজ,	আমেজে,	
maastarpeesh,	মাস্তরপিশ,	মাস্টারপিস,	
falling,	ফলিং,	ফলিং,	
modifai,	মুদিফাই,	মডিফাই,	
odolbodol,	অদলবদল,	অদলবদল,	
akkharer,	আক্ষারের,	অক্ষরের,	
dauckee,	ডাউকি,	ডাউকি,	
giitikobi,	গীতিকববি,	গীতিকবি,	
prakalpotite,	প্রকল্পতিতে,	প্রকল্পটিতে,	
aadre,	আদ্রে,	আঁদ্রে,	
shaaphollo,	সাফলও,	সাফল্য,	
matraheen,	মাত্রহীন,	মাত্রাহীন,	
hakanor,	হাকানোর,	হাঁকানোর,	
boycott,	বিকট,	বয়কট,	
damm,	দাম,	ড্যাম,	
naaseer,	নাসির,	নাসির,	
nutrino,	নূত্রীন,	নিউট্রিনোর,	
shasonvar,	শাসনভার,	শাসনভার,	
ajaanta,	অজানতা,	অজন্তা,	
dekhbo,	দেখব,	দেখবো,	
aapey,	আপে,	আপে,	
sammata,	সম্মতা,	সম্মত,	
ddheel,	ঢেল,	ঢিল,	
sheeti,	শেটি,	সেটি,	
mini,	মিনি,	মিনি,	
jolronge,	জলরঙ্গে,	জলরঙে,	
bishannata,	বিষণ্ণতা,	বিষণ্নতা,	
sakshatkarey,	সাক্ষাৎকারে,	সাক্ষাত্কারে,	
arakane,	আরাকানে,	আরাকানে,	
toker,	টোকের,	ত্বকের,	
rodrigej,	রদ্দিগেজ,	রদ্রিগেজ,	
tinmashe,	টিনামাসে,	তিনমাসে,	
phees,	ফেস,	ফিস,	
philippiney,	ফিলিপিনে,	ফিলিপাইনে,	
poromanoor,	পরমাণুর,	পরমানুর,	
chamok,	ছামক,	চমক,	
paika,	পাইক,	পাইক,	
indus,	ইন্ডুস,	ইন্দাস,	
seqenda,	সেকেন্ড,	সেকেন্ড,	
elaakaake,	এলাকাকে,	এলাকাকে,	
twakke,	ত্বাককে,	ত্বককে,	
bisheshagga,	বিশেষজ্ঞা,	বিষেশজ্ঞ,	
tauhidur,	তৌহিদুর,	তৌহিদুর,	
jilani,	জিলানী,	জিলানী,	
diyenar,	ডিয়েনার,	ডিএনএর,	
kalkarkhanar,	কলকার্ষণার,	কলকারখানার,	
aujanta,	অজান্ত,	অজন্তা,	
maithyuu,	মেঠাই,	ম্যাথু,	
bagdutta,	বা্দুত্বা,	বাগদত্তা,	
sikkhokou,	শিক্ষকও,	শিক্ষকও,	
nairajya,	নৈরাজ্য,	নৈরাজ্য,	
neechara,	নেচারা,	নেচার,	
abasarbhata,	অবসরভাতা,	অবসরভাতা,	
petaam,	পেতাম,	পেতাম,	
daauki,	দাউকি,	ডাউকি,	
nirbachak,	নির্বাচক,	নির্বাচক,	
sangosthake,	সংগ্ঠাাকে,	সংস্থাকে,	
kramer,	ক্রমের,	ক্রমের,	
hatrik,	হাযাত্রিক,	হ্যাট্রিক,	
kingdomer,	কিং্দমের,	কিংডমের,	
odhikarta,	অধিকার্তা,	অধিকর্তা,	
birds,	বার্ডস,	বার্ডস,	
eid,	এড,	ইদ,	
kadarjo,	কাদার্য,	কদর্য,	
icchemoto,	ইচ্ছমত,	ইচ্ছেমতো,	
jhaalai,	ঝালাই,	ঝালাই,	
mailkey,	মেলকে,	মেইলকে,	
saubhagyobashato,	সৌভাগ্যাসত,	সৌভাগ্যবশত,	
arja,	অর্জা,	আর্য,	
billeter,	বিলিটের,	বিলেতের,	
wooder,	উডার,	উডের,	
peether,	পিঠার,	পীঠের,	
shafiul,	শফিউল,	শফিউল,	
diyener,	ডিয়েনার,	ডিএনএর,	
dootikeyi,	দূটিকেই,	দুটিকেই,	
avidhante,	অভিধন্তে,	অভিধানটি,	
saodagar,	সৌদাগার,	সওদাগর,	
gini,	জিনি,	গিনি,	
paathology,	পাঠলগজি,	প্যাথলজি,	
kakon,	কাকন,	কাঁকন,	
digridhari,	দিগ্রীধারী,	ডিগ্রিধারী,	
primar,	প্রিমার,	প্রাইমার,	
oteete,	অতিতে,	অতীতে,	
lawer,	লাভার,	লোয়ার,	
hyarishana,	হ্যারিশন,	হ্যারিসন,	
arthoniti,	অর্থনিটি,	অর্থনীতি,	
grinpis,	গৃন্পিস,	গ্রিনপিস,	
kankon,	কানকন,	কাঁকন,	
grihasthali,	গৃহস্থালী,	গৃহস্থালি,	
saaraahoke,	সারাহকে,	সারাহকে,	
bishaashti,	বিশ্বাসটি,	বিশ্বাসটি,	
asatorkotar,	অসাতকরতার,	অসতর্কতার,	
esisi,	এসিসি,	এসিসি,	
adhikrita,	অধিকৃত,	অধিকৃত,	
nootes,	নোটিস,	নোটস,	
haalkavabe,	হালকাভাবে,	হালকাভাবে,	
dizita,	ডিজিত,	ডিজিট,	
lav,	লাভ,	ল,	
shastri,	শাস্ত্রী,	শাস্ত্রী,	
sunishchit,	সুনিস্চিত,	সুনিশ্চিত,	
manushkey,	মনুষ্কে,	মানুষকে,	
komale,	কোমালে,	কমালে,	
pyared,	প্যারেড,	প্যারেড,	
chaloman,	চলোানান,	চলমান,	
manosikotar,	মানসিকতার,	মানসিকতার,	
shhiping,	শিপিং,	শিপিং,	
prashikkhaner,	প্রশিক্ষনের,	প্রশিক্ষণের,	
jab,	যাব,	জব,	
phireche,	ফিরেছে,	ফিরেছে,	
sloke,	স্লোক,	শ্লোকে,	
wadaen,	বদদেন,	ওয়ার্ডেন,	
votarder,	ভোটারদের,	ভোটারদের,	
puratan,	পুরাতন,	পুরাতন,	
helal,	হেলাল,	হেলাল,	
marjan,	মারজন,	মারজান,	
swich,	সুইচ,	স্যুইচ,	
moshjider,	মস্জীদের,	মসজিদের,	
elahabader,	এলাহাবাদের,	এলাহাবাদের,	
arthaniti,	অর্থনীতি,	অর্থনীতি,	
elpizi,	এল্পিজি,	এলপিজি,	
eurote,	ইউরোটে,	ইউরোতে,	
inziniyara,	ইঞ্জিনিয়ার,	ইঞ্জিনিয়ার,	
manobgossthi,	মানবগ্্ঠী,	মানবগোষ্ঠী,	
kosova,	কোসভা,	কসোভো,	
saheder,	সাহেদের,	সাহেদের,	
dokaani,	ডোকানি,	দোকানি,	
nehroo,	নেহ্রু,	নেহরু,	
ruler,	রুলের,	রুরাল,	
ginir,	জিনির,	গিনির,	
goreeber,	গরীবের,	গরিবের,	
miles,	মিলসস,	মাইলস,	
oitijhyagata,	ঐতিহ্যগতা,	ঐতিহ্যগত,	
komaar,	কোমার,	কমার,	
mahashuner,	মহাশুনের,	মহাশূন্যের,	
lisht,	লিস্ট,	লিস্ট,	
gunaguno,	গুণাগুন,	গুণাগুণ,	
elakagulotey,	এলাকাগুলোতে,	এলাকাগুলোতে,	
ghateete,	ঘটিতে,	ঘাঁটিতে,	
sipie,	সিপিই,	সিপিআই,	
aitem,	আইটেম,	আইটেম,	
jaanachhen,	জানাচ্ছেন,	জানাচ্ছেন,	
tractor,	ট্র্যাক্টর,	ট্রাক্টর,	
chotogolpo,	ছোটোগল্প,	ছোটগল্প,	
epz,	এপজ,	ইপিজেড,	
bhyaatikaane,	ভ্যাতিকানে,	ভ্যাটিকানে,	
mileyer,	মিলের,	মাইলের,	
gazir,	গাজীর,	গাজির,	
choudhurysoho,	চৌধুরিষ্,	চৌধুরীসহ,	
mohonto,	মোহন্ত,	মহন্ত,	
sikkhababosthar,	শিক্ষাবোবস্থার,	শিক্ষাব্যবস্থার,	
agomoni,	আগামনী,	আগমনী,	
subasher,	সুবাসের,	সুবাসের,	
phallsh,	ফলস,	ফলস,	
chalchhen,	চলছেন,	চলছেন,	
rural,	রুরাল,	রুরাল,	
harmis,	হার্মিস,	হার্মিস,	
mastarpiece,	মাস্টোর্পিক,	মাস্টারপিস,	
chiqena,	চিকেন,	চিকেন,	
torunera,	তরুনেরা,	তরুণেরা,	
paaiq,	পাইক,	পাইক,	
stem,	স্টেম,	স্টেম,	
babyloner,	বাবিলিনের,	ব্যাবিলনের,	
parthee,	পার্থী,	পার্থী,	
elakaagulo,	এলাকাগুলো,	এলাকাগুলো,	
motanusarey,	মতানুসারে,	মতানুসারে,	
modify,	মুদিফি,	মডিফাই,	
dhonirai,	ধ্বনারই,	ধনীরাই,	
porisphuto,	পরিস্ফুত,	পরিস্ফুট,	
kunz,	কুঞ্জ,	কুঁজ,	
chaushatti,	চৌষাটটি,	চৌষট্টি,	
tiune,	টিউনে,	টিউন,	
onnyorayo,	অন্যরাও,	অন্যরাও,	
parimito,	পরিমিত,	পরিমিত,	
khil,	খিল,	খিল,	
aminake,	অমিনাকে,	আমিনাকে,	
oitijjhagata,	ঐতিহ্যগতা,	ঐতিহ্যগত,	
kamale,	কামালে,	কমালে,	
dhanuk,	ধানুক,	ধনুক,	
marell,	মারেল,	মোরেল,	
taki,	তাকি,	তাকি,	
capaciterer,	ক্যাপেকিটার,	ক্যাপাসিটরের,	
karmakandoke,	কর্মকান্ডকে,	কর্মকাণ্ডকে,	
jeebonkaal,	জীবনকাল,	জীবনকাল,	
baangkarer,	বাঙ্কারের,	বাংকারের,	
mahashune,	মহাসুনে,	মহাশূন্যে,	
drek,	ড্রেক,	ড্রেক,	
prokashitobyo,	প্রকাশিবত্ব,	প্রকাশিতব্য,	
palkey,	পালকে,	পালকে,	
siping,	সিপিং,	শিপিং,	
janacchen,	জনাচ্ছেন,	জানাচ্ছেন,	
bondukdhaariiraa,	বন্দুখ্ারীরা,	বন্দুকধারীরা,	
nishtthaban,	নিষ্ঠাবন,	নিষ্ঠাবান,	
sikhte,	শিখতে,	শিখতে,	
rajatwey,	রাজত্বে,	রাজত্বে,	
maalete,	মালেতে,	মালেতে,	
masu,	মসু,	মাসু,	
bonvumir,	বনভুমির,	বনভূমির,	
vorke,	ভোর্ক,	ভরকে,	
prostho,	প্রস্থ,	প্রস্থ,	
sunten,	সুনতেন,	শুনতেন,	
markeet,	মার্কেট,	মার্কেট,	
