plato,	প্লট,	প্লেটো,	
shoilee,	শৈলি,	শৈলী,	
mookhomandoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
sushri,	সুশ্রী,	সুশ্রী,	
itastatah,	ইতস্তহাত,	ইতস্ততঃ,	
addabaaz,	আদ্বাজাজ,	আড্ডাবাজ,	
jonosomaj,	জনসমাজ,	জনসমাজ,	
gandhariir,	গান্ধারীর,	গান্ধারীর,	
sedikei,	সেদিকেই,	সেদিকেই,	
dakshinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
doorger,	দুর্গের,	দুর্গের,	
economics,	ইকোনমিক্স,	ইকোনমিকস,	
awrbit,	আর্বিত,	অরবিট,	
okritakarja,	অকৃত্যার্য,	অকৃতকার্য,	
quary,	কোয়ারি,	কোয়েরি,	
dhos,	ধোষ,	ধস,	
nironjan,	নিরজঞ্জন,	নিরঞ্জন,	
shaushage,	শৌষাগে,	সসেজ,	
cholchhe,	চলছে,	চলছে,	
ovidhaner,	অভিধানের,	অভিধানের,	
udbhabani,	উদ্ভববনী,	উদ্ভাবনী,	
ardasha,	আর্দশ,	আর্দশ,	
cholochchitro,	চলচিত্র,	চলচ্চিত্র,	
aakabar,	আকাবার,	আকাবার,	
timothy,	তিমথী,	টিমোথি,	
gorib,	গরীব,	গরিব,	
cross,	ক্রস,	ক্রুশ,	
sangasthati,	সংস্থাটি,	সংস্থাটি,	
siddhanto,	সিদ্ধান্ত,	সিদ্ধান্তও,	
ssikkharthirao,	শিক্ষার্থীরও,	শিক্ষার্থীরাও,	
qaferderke,	কাফেরদেরকে,	কাফেরদেরকে,	
cholocchitrigulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
potocheetrer,	পটচিত্রের,	পটচিত্রের,	
haphej,	হাফেজ,	হাফেয,	
siitei,	সীইটেই,	শীতেই,	
lakkhero,	লক্ষেরও,	লক্ষেরও,	
maadhookori,	মাধুকরি,	মাধুকরী,	
jalarong,	জলারং,	জলরঙ,	
jahora,	জহহর,	যাহরা,	
amstrong,	আমস্ত্রাং,	আর্মস্ট্রং,	
pallar,	পললার,	পাল্লার,	
sperm,	স্পার্ম,	স্পার্ম,	
mononiitoder,	মনোনীতদের,	মনোনীতদের,	
deebating,	ডেবেটিং,	ডিবেটিং,	
byaboharkarir,	ব্যববারকারি,	ব্যবহারকারীর,	
mag,	মগ,	এমএজি,	
shelinar,	সেলিনার,	সেলিনার,	
ajeeja,	আজেজা,	আজিজা,	
taali,	টালি,	তালি,	
dhrubaker,	ধ্রুবকের,	ধ্রুবকের,	
manushtikey,	মানুষ্টিকে,	মানুষটিকে,	
yukeliptash,	ইউকেলিপ্টাস,	ইউক্যালিপ্টাস,	
sangbadmadhyamgulote,	সংবাদ্যমগুলোতে,	সংবাদমাধ্যমগুলোতে,	
nirbahe,	নির্বাহে,	নির্বাহে,	
jaunotar,	যৌনতার,	যৌনতার,	
amarika,	আমারিকা,	আমেরিকা,	
korkat,	করকাত,	কর্কট,	
qoda,	কোড,	কোড,	
stonahenza,	স্টনেহেঞ্জা,	স্টোনহেঞ্জ,	
dianes,	ডায়েন,	ডিএনএস,	
neshnosh,	নেষ্নস,	নেশনস,	
aziz,	আজিজ,	আজিজ,	
vishnu,	বিষ্ণু,	বিষ্ণু,	
deeliveer,	দিলিভির,	ডেলিভার,	
pothnirdeshona,	পথিন্দ্রশনা,	পথনির্দেশনা,	
laagto,	লাগটো,	লাগতো,	
karmake,	কর্মকে,	কর্মকে,	
taimas,	টাইমাস,	টাইমস্,	
uthhe,	উঠে,	উঠে,	
probhritite,	প্রভৃতিতে,	প্রভৃতিতে,	
jatota,	যতটা,	যতোটা,	
lyaanding,	ল্যান্ডিং,	ল্যান্ডিং,	
kaando,	কাণ্ড,	কাণ্ড,	
sofi,	সফি,	সোফি,	
pratool,	প্রতুল,	প্রতুল,	
shomraatder,	শম্রাত্রের,	সম্রাটদের,	
utsahomulak,	উৎসাহমূলক,	উৎসাহমূলক,	
injeel,	ইঞ্জেল,	ইঞ্জিল,	
shotokei,	শটকেই,	শতকেই,	
asamanno,	অসমান্ন,	অসামান্য,	
domone,	ডমনে,	দমনে,	
mokam,	মোকা,	মোকাম,	
punch,	পাঁচ,	পুঞ্চ,	
shayetana,	সায়েটন,	শয়তান,	
anyorup,	অন্যরূপ,	অন্যরূপ,	
alankaron,	অলংকরণ,	অলঙ্করণ,	
drishyotir,	দৃশ্যটির,	দৃশ্যটির,	
cholesi,	চলেসি,	চলেছি,	
gandhio,	গান্ধিও,	গান্ধীও,	
prastut,	প্রস্তুত,	প্রস্ত্তত,	
chalochchitreei,	চলচিচ্রেতে,	চলচ্চিত্রেই,	
dhaleshwari,	ঢলেবশেরী,	ধলেশ্বরী,	
sikare,	শিকারে,	শিকারে,	
skora,	স্কোর,	স্কোর,	
uponishoder,	উপনিষদের,	উপনিষদের,	
karmopontha,	কর্মপন্থ,	কর্মপন্থা,	
akla,	আকলা,	একলা,	
nikela,	নিকেলা,	নিকেল,	
nodigulo,	নদীগুলো,	নদীগুলো,	
mauhajote,	মহাযাতে,	মহাজোট,	
taunship,	টানশিপ,	টাউনশিপ,	
madol,	মাদল,	মাদল,	
uporoshtho,	উপরস্থ,	উপরস্থ,	
nothivookta,	নথিভূক্ত,	নথিভুক্ত,	
overviu,	ওভারভুউ,	ওভারভিউ,	
vorkendro,	ভরকেন্দ্র,	ভরকেন্দ্র,	
songostha,	সংস্থা,	সংস্থা,	
prakalpao,	প্রকল্পও,	প্রকল্পও,	
thakani,	ঠাকানি,	থাকেনি,	
saarbhare,	সার্ভারে,	সার্ভারে,	
sthapanatir,	স্থপনতনির,	স্থাপনাটির,	
jackey,	জ্যাকি,	জকি,	
santose,	সন্ততে,	সন্তোষে,	
iyaka,	ইয়াক,	ইয়াক,	
juktorastrey,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
suity,	সুইটি,	সুইটি,	
udbhaboni,	উদ্ভাবনী,	উদ্ভাবনী,	
ansarir,	অনসারির,	আনসারীর,	
kleentoner,	ক্লিন্টনের,	ক্লিনটনের,	
aastikotaa,	অস্তিকতা,	আস্তিকতা,	
snipper,	স্নিপ্র,	স্নাইপার,	
hari,	হ্যারি,	হরি,	
shringey,	শ্রীঙ্জে,	শৃঙ্গে,	
dayna,	ডেন,	ডায়না,	
shantaa,	শানতা,	সান্তা,	
nazi,	নাজি,	নাত্সি,	
podarthobidder,	পদার্থবিদ্যের,	পদার্থবিদদের,	
motabolombiira,	মতটবলম্বীরা,	মতাবলম্বীরা,	
chhatta,	ছাত্তা,	ছোট্ট,	
korush,	ক্রুস,	ক্রুশ,	
paripakey,	পরিপাকে,	পরিপাকে,	
anshograhone,	অংশগ্রহণে,	অংশগ্রহনের,	
venam,	ভেনাম,	ভেনম,	
potochitro,	পটচিত্র,	পটচিত্র,	
pravritike,	প্রাভৃতিকে,	প্রভৃতিকে,	
shucharita,	সুচারিত,	সুচরিতা,	
gonohotyakey,	গনহাত্যকে,	গণহত্যাকে,	
bu,	বু,	বু,	
bachchaner,	বাচ্ছানের,	বচ্চনের,	
jathartha,	যথার্থ,	যথার্থ,	
hepataitisha,	হ্যাপটিটিস,	হেপাটাইটিস,	
telaakucha,	টেলাকুচা,	তেলাকুচা,	
aanhu,	আন্হু,	আনহু,	
sanatani,	সাঁটানি,	সনাতনী,	
chalochchitraeei,	চলচ্চিত্রেই,	চলচ্চিত্রেই,	
kande,	কাঁদে,	কাণ্ডে,	
hajaribag,	হাজারীবাজ,	হাজারিবাগ,	
tuning,	টিনিং,	টিউনিং,	
drishyagulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
ekai,	একই,	একাই,	
gronthotikey,	গ্রন্থটিকে,	গ্রন্থটিকে,	
anchaleo,	আঞ্চলেও,	অঞ্চলেও,	
zyakasana,	জ্যাকশন,	জ্যাকসন,	
mukharji,	মুখার্জি,	মুখার্জী,	
lendol,	লেন্ডল,	লেন্ডল,	
maladobha,	মালাদাভা,	মলদোভা,	
akkash,	এককশ,	আককাস,	
spredashita,	স্প্রদশিট,	স্প্রেডশীট,	
sangosthatir,	সংস্থাটির,	সংস্থাটির,	
sahocorjo,	সহরকর্য,	সাহচর্য,	
scholarsip,	স্কলারশিপ,	স্কলারশিপ,	
chitronattakar,	চিত্রনাত্যাকার,	চিত্রনাট্যকার,	
manushey,	মানুসে,	মানুষে,	
vortuki,	ভর্তুকী,	ভর্তুকি,	
pothon,	পথন,	পঠন,	
malish,	মালিশ,	মালিশ,	
bagichaar,	বাগীচার,	বাগিচার,	
dharabahikotitey,	ধারাবিখাতিতে,	ধারাবাহিকটিতে,	
seektara,	সেক্টর,	সেক্টর,	
dologuloo,	দলগুলো,	দলগুলোও,	
heze,	হেজে,	হেজ,	
sahajlabhbhatar,	সহজাল্যভাতার,	সহজলভ্যতার,	
gondogol,	গণ্ডগোল,	গন্ডগোল,	
edhdaning,	এডধিন,	ইদানিং,	
tolemy,	টলেমি,	টলেমির,	
plen,	প্লেন,	প্লেন,	
meg,	মেগ,	মেগ,	
bibade,	বিবাদে,	বিবাদে,	
texuser,	টেকুস্সের,	টেক্সাসের,	
chootite,	চূটিতে,	ছুটিতে,	
taunasipa,	টননসপ,	টাউনশিপ,	
janasangjog,	জনসঙ্জম,	জনসংযোগ,	
shikshakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
calabe,	চালাবে,	চালাবে,	
modhumoti,	মধুমতি,	মধুমতী,	
yuk,	ইউক,	ইয়াক,	
cholochchitraeei,	চলচ্চিত্রেই,	চলচ্চিত্রেই,	
mumtajer,	মুমতাজের,	মুমতাজের,	
mootar,	মোটর,	মুতার,	
naker,	নাকের,	নেকের,	
daakteekite,	ডাক্তিকিতে,	ডাকটিকিটে,	
santoshpur,	সন্ততসপুর,	সন্তোষপুর,	
sikkhao,	শিক্ষাও,	শিক্ষাও,	
durotamo,	দূরতম,	দূরতম,	
asbar,	আসবার,	আসবার,	
sohokaree,	সহকারী,	সহকারী,	
indrani,	ইন্দ্রানী,	ইন্দ্রাণী,	
aakkas,	আক্াশ,	আককাস,	
dibi,	দিবি,	দিবি,	
satyaky,	সত্যকি,	সাত্যকি,	
laiceensee,	লেসেন্স,	লাইসেন্স,	
antarbhukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
chalkee,	চালকি,	চালকে,	
nothibhukta,	নথিভূক্ত,	নথিভুক্ত,	
bandhuderke,	বাঁধধুদেরকে,	বন্ধুদেরকে,	
shrishri,	শ্রীশ্রী,	শ্রীশ্রী,	
sabhanetri,	সভনেত্রী,	সভানেত্রী,	
elakashaho,	এলাকাসহ,	এলাকাসহ,	
ghatlo,	ঘটল,	ঘটল,	
moushumei,	মৌসমেই,	মৌসুমেই,	
mahasova,	মহাসভ,	মহাসভা,	
totokhon,	ততকখণ,	ততক্ষন,	
heavy,	হেভি,	হেভি,	
bonnopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
sanaktokaron,	সনাক্তকরণ,	সনাক্তকরণ,	
nochiketa,	নচিিতা,	নচিকেতা,	
hedge,	হেজ,	হেজ,	
deebatee,	দিবতী,	ডিবেট,	
instant,	ইন্সট্যান্ট,	ইনস্ট্যান্ট,	
motkey,	মটকে,	মতকে,	
lutheeran,	লুথিরান,	লুথেরান,	
bholapuka,	ভলাপুকা,	ভোলাপুক,	
siite,	শীইটে,	শীতে,	
jacqson,	জ্যাকশন,	জ্যাকসন,	
palestinea,	পোলেস্টিন,	প্যালেস্টাইনে,	
totenhaamer,	তোহেহামের,	টটেনহামের,	
faksa,	ফক্স,	ফক্স,	
parking,	পার্কিং,	পার্কিং,	
chalachchitrake,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
nothivookto,	নথিভূক্ত,	নথিভুক্ত,	
gujob,	গুজব,	গুজব,	
creshcent,	ক্রিসেন্ট,	ক্রিসেন্ট,	
gacher,	গাছের,	গাছের,	
chalachchitro,	চলচিত্র,	চলচ্চিত্র,	
stylish,	স্টাইলিস,	স্টাইলিশ,	
songosthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
potchitrer,	পটিচ্রের,	পটচিত্রের,	
aazadir,	আযাদীর,	আজাদীর,	
raitasha,	রাইটস,	রাইটস,	
sheekarer,	শিকারের,	শিকারের,	
ruvbla,	রাবলা,	রুবল,	
shrichaitanyadeb,	শ্রীচিতন্যাদেব,	শ্রীচৈতন্যদেব,	
digrike,	ডিগ্রীকে,	ডিগ্রিকে,	
turki,	টার্কি,	তুর্কি,	
mitro,	মিত্রো,	মিত্র,	
direqtareta,	ডিরেক্টরেট,	ডিরেক্টরেট,	
yura,	ইউর,	ইউরো,	
nobotomo,	নবটম,	নবতম,	
nottee,	নটটি,	নোটটি,	
kaamij,	কমিজ,	কামিজ,	
