taurat,	ট্যারাট,	তওরাত,	
nabyata,	নব্যতা,	নাব্যতা,	
ceramics,	সেরমিক্স,	সিরামিকস,	
pratishthanikbhabe,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
pachbar,	পাঁচবার,	পাঁচবার,	
sathikota,	সাথিকতা,	সঠিকতা,	
leetara,	লেটার,	লেটার,	
state,	স্টেট,	স্টেইট,	
akmot,	একমত,	একমত,	
bypass,	বিপস,	বাইপাস,	
second,	সেকন্ড,	সেকেণ্ড,	
bisnuke,	বিষ্ণুকে,	বিষ্ণুকে,	
netsi,	নেটসি,	নাত্সি,	
cal,	চল,	চাল,	
bojhao,	বোঝাও,	বোঝাও,	
ved,	ভেদ,	বেদ,	
bisshasi,	বিশ্বাসী,	বিশ্বাসী,	
dasha,	দশ,	দোসা,	
truup,	ট্রুপ,	ট্রুপ,	
zommoo,	জমমো,	জম্মু,	
ivir,	আইভির,	এভার,	
azimke,	আজিমকে,	আজিমকে,	
chhooteer,	ছুটির,	ছুটির,	
meeseenjar,	মেসিংজার,	মেসেঞ্জার,	
gandhio,	গান্ধিও,	গান্ধীও,	
servere,	সার্ভের,	সার্ভারে,	
granthotike,	গ্রন্থিতিকে,	গ্রন্থটিকে,	
elakate,	এলাকাতে,	এলাকাতে,	
shrichaitanyadev,	শ্রীচৈতন্যেদ,	শ্রীচৈতন্যদেব,	
antorvukta,	অর্ন্তভুক্ত,	অন্তর্ভুক্ত,	
prastutkarak,	প্রস্তুতকরক,	প্রস্তুতকারক,	
bhaisoho,	ভাইসহ,	ভাইসহ,	
sathikata,	সাথিকতা,	সঠিকতা,	
proteesthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
ekhate,	এখাতে,	একহাতে,	
chotogolper,	ছোটোগল্পের,	ছোটগল্পের,	
saafi,	সফি,	সাফি,	
daalu,	ডালু,	ডালু,	
chaalta,	চলত,	চালতা,	
oitijjhe,	ঐতিহিজে,	ঐতিহ্যে,	
kormosongsthaner,	কর্মসংস্থানের,	কর্মসংস্থানের,	
siddhantake,	সিদ্ধানতে,	সিদ্ধান্তকে,	
superhiro,	সুপারিরওা,	সুপারহিরো,	
ishahak,	ইসহাক,	ইসাহাক,	
hooq,	হুক,	হুক,	
kasper,	কাসের,	ক্যাসপার,	
muphti,	মুফতী,	মুফতি,	
sointoder,	সৈন্তদের,	সৈন্যদের,	
soourse,	সার্স,	সোর্স,	
dipei,	ডিপেই,	দ্বীপেই,	
choudhurike,	চৌধুরিকে,	চৌধুরীকে,	
attar,	আট্মার,	আত্তার,	
bbs,	বিবিএস,	বিবিএস,	
romantika,	রোম্যান্টিক,	রোমান্টিক,	
iksaprishana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
cruce,	ক্রুস,	ক্রুশ,	
makhmale,	মাখমে,	মখমলে,	
tistaar,	টিস্টার,	তিস্তার,	
gosthigulo,	গোষ্ঠিগুলো,	গোষ্ঠীগুলো,	
ruteener,	রুটিনের,	রুটিনের,	
prostutkarak,	প্রস্তুতকরক,	প্রস্তুতকারক,	
khanonkaj,	খননকাজ,	খননকাজ,	
baarder,	বোর্ডার,	বার্ডের,	
bisshaskey,	বিশ্বাসকে,	বিশ্বাসকে,	
jakser,	যক্ষের,	যক্ষের,	
karmosansthan,	কর্মসংস্থান,	কর্মসংস্থান,	
eling,	এলিং,	ইলিং,	
aagost,	আগস্ট,	আগষ্ট,	
fansi,	ফাঁসি,	ফাঁসী,	
unhu,	উন্চু,	উঁহু,	
ujobekeestaner,	উজবেক্ষিত্তার,	উজবেকিস্তানের,	
manohputa,	মানুপ্ত,	মনঃপুত,	
chowdhuryke,	চৌধুরিকে,	চৌধুরীকে,	
loha,	লোহ,	লোহা,	
shikarke,	শিকারকে,	শিকারকে,	
graambaseeo,	গ্রাম্বাসীও,	গ্রামবাসীও,	
elakayi,	এলাকেই,	এলাকাই,	
samudrotatey,	সমুদ্রতে,	সমুদ্রতটে,	
shekarone,	শেকারণে,	সেকারণে,	
samaptir,	সমাপ্তির,	সমাপ্তির,	
soomi,	সুমি,	সুমি,	
caaling,	ক্লিং,	কুলিং,	
nogore,	নগরে,	নগরে,	
muhurta,	মুহূর্ত,	মুহুর্ত,	
gajipur,	গাজীপুর,	গাজিপুর,	
spreadseet,	স্প্রেডসেট,	স্প্রেডশীট,	
pravritir,	প্রভৃতির,	প্রভৃতির,	
ganesher,	গেনসের,	গণেশের,	
kaaferderke,	কাফেরদেরকে,	কাফেরদেরকে,	
chikitshar,	চিকিৎসার,	চিকিত্সার,	
shuchonakal,	শূচনাকাল,	সূচনাকাল,	
shanta,	সান্ট,	সান্তা,	
sarboporee,	সর্বোপরি,	সর্বোপরী,	
harrisoner,	হ্যারিসনের,	হ্যারিসনের,	
padee,	পেড,	পাড়ে,	
abdi,	অব্দি,	অব্দি,	
showti,	শটি,	শোটি,	
barbe,	বর্ব,	বাড়বে,	
vaisaho,	ভৈষাহ,	ভাইসহ,	
drissoi,	দৃশ্যই,	দৃশ্যই,	
snipper,	সিনপার,	স্নাইপার,	
byapoktor,	ব্যাপক্তর,	ব্যাপকতর,	
tenishe,	টেনিসে,	টেনিসে,	
reeliancee,	রেলিয়ন্স,	রিলায়েন্স,	
neerbaho,	নির্বাহ,	নির্বাহ,	
majhari,	মাঝারি,	মাঝারী,	
ghotol,	ঘটল,	ঘটল,	
baet,	ব্যাট,	বাইট,	
tecnokryat,	টেকন্যার্ট,	টেকনোক্র্যাট,	
susamo,	সুসম,	সুসম,	
cilahati,	চিলাহটি,	চিলাহাটি,	
dokangulote,	দোকাগুলোতে,	দোকানগুলোতে,	
bishshashi,	বিশ্বাসী,	বিশ্বাসই,	
kingdom,	কিনগ্,	কিংডম,	
township,	টাউন্সিপ,	টাউনশিপ,	
lotheran,	লাটেরান,	লুথেরান,	
granthei,	গ্রন্থেই,	গ্রন্থেই,	
aunti,	অ্যান্টি,	আন্টি,	
ekpaashe,	একপাশে,	একপাশে,	
boarana,	বোরানা,	বোরন,	
baasake,	বাসাকে,	বাসাকে,	
rajotwo,	রাজত্ব,	রাজত্ব,	
eidaning,	এইডনিং,	ইদানীং,	
hiper,	হাইপার,	হাইপার,	
odoore,	অডুরে,	অদুরে,	
gonona,	গননা,	গণনা,	
eenjeel,	এঞ্জেল,	ইঞ্জিল,	
prakalpagulor,	প্রকল্পলুর,	প্রকল্পগুলোর,	
shansthaner,	সংস্থানের,	সংস্থানের,	
maila,	মেইল,	মাইল,	
shakara,	শককরা,	সকার,	
rahee,	রাহি,	রাহি,	
henna,	হ্যানা,	হেনা,	
shkalastic,	স্কাল্কস্টিক,	স্কলাস্টিক,	
karmasampadon,	কর্মসম্পন,	কর্মসম্পাদন,	
besuro,	বেশুর,	বেসুর,	
peterkay,	পেটারকে,	পিটারকে,	
nothivuktir,	নথিভূক্তির,	নথিভুক্তির,	
bodhirta,	বোধির্ত,	বধিরতা,	
shtonahenja,	স্টোনেহান্জ,	স্টোনহেঞ্জ,	
nojod,	নজদ,	নজদ,	
dephinition,	ডেফিনিশন,	ডেফিনেশন,	
akmat,	একমত,	একমত,	
gazipore,	গাজীপুরে,	গাজিপুর,	
neeshanasa,	নেশনস,	নেশনস,	
pathanatak,	পাঠানতক,	পথনাটক,	
prokolpou,	প্রকল্পু,	প্রকল্পও,	
joubanboti,	যৌবন্বতী,	যৌবনবতী,	
monjurul,	মনজুরুল,	মনজুরুল,	
tonu,	তনু,	তনু,	
motabolombira,	মতাবলাম্বীর,	মতাবলম্বীরা,	
taranee,	তারণ,	তরণী,	
nesnosh,	নেষন্স,	নেশনস,	
omarjeeto,	অমার্জিত,	অমার্জিত,	
laiseensee,	লাইসেন্সি,	লাইসেন্স,	
khude,	খুদে,	ক্ষুদে,	
banijyikvittite,	বানিজ্যিক্তিতে,	বাণিজ্যিকভিত্তিতে,	
qirq,	কার্ক,	কার্ক,	
inasiyinta,	ইনসাইজ,	এনসিয়েন্ট,	
poojito,	পুজিত,	পুজিত,	
jonoshomaj,	জনসমাজ,	জনসমাজ,	
barakpur,	ব্যারাকপুর,	বারাকপুর,	
biswashi,	বিশ্বাসী,	বিশ্বাসী,	
plasse,	প্লেস,	প্লাসে,	
tookrote,	টুকরেট,	টুকরোতে,	
songosthaner,	সংস্থানের,	সংস্থানের,	
udbhabane,	উদ্ভাবনে,	উদ্ভাবনে,	
arsie,	আর্সি,	আরসিএ,	
proo,	প্রো,	প্রো,	
shniper,	স্নিপের,	স্নাইপার,	
madal,	মাদা,	মাদল,	
breakthraugh,	ব্রেক্টফার,	ব্রেকথ্রু,	
aziza,	অজিজা,	আজিজা,	
bishhnu,	বিষ্ণু,	বিষ্ণু,	
aedipus,	আদিপুশ,	ইডিপাস,	
paner,	পানে,	পানের,	
sectar,	সেক্টার,	সেক্টর,	
sulfate,	সালফাটে,	সালফেট,	
abheedhaneeck,	অভিযানেক,	অভিধানিক,	
bossonte,	বোষণ্তে,	বসন্তে,	
oporishodhito,	অপরিসধিত,	অপরিশোধিত,	
brekthrough,	ব্রেক্রফায়,	ব্রেকথ্রু,	
roomantik,	রুমান্তিক,	রোমান্টিক,	
chitronatyakar,	চিত্রনাট্যকর,	চিত্রনাট্যকার,	
qrita,	ক্রিত,	ক্রীট,	
rajon,	রজন,	রাজন,	
kattor,	কট্টর,	কট্টর,	
through,	ট্রাফ,	থ্রু,	
bongraam,	বংগ্রাম,	বনগ্রাম,	
thetcher,	থ্যাচার,	থ্যাচার,	
jathaarthobhaabe,	যথার্থভাবে,	যথার্থভাবে,	
noiteekotar,	নৈতিকতার,	নৈতিকতার,	
akhandota,	আখন্দ্বতা,	অখণ্ডতা,	
zhalkatthi,	ঝালকাঠি,	ঝালকাঠী,	
ranadip,	রণাদিপ,	রণদীপ,	
otyachari,	অত্যাচারী,	অত্যাচারী,	
jubokera,	যুবকেরা,	যুবকেরা,	
vimsen,	ভিম্েন,	ভীমসেন,	
gorer,	গরের,	গোরের,	
bardhitaanas,	বার্ধিতানসাস,	বর্ধিতাংশ,	
upostheet,	উপস্থিত,	উপস্থিত,	
welaqama,	ওেলকমা,	ওয়েলকাম,	
saholobhyotar,	সহলোভ্যতার,	সহজলভ্যতার,	
konake,	কোনকে,	কণাকে,	
ghomtaa,	ঘম্টা,	ঘোমটা,	
qarima,	করিমা,	করিম,	
aporishodhito,	অপরিসধিত,	অপরিশোধিত,	
pathkromer,	পাঠক্রমের,	পাঠক্রমের,	
aparagata,	অপরাগত,	অপারগতা,	
potocheetro,	পতচিত্র,	পটচিত্র,	
melborroner,	মেলবর্েনের,	মেলবোর্নের,	
durgondher,	দুর্গন্ধের,	দুর্গন্ধের,	
projanankal,	প্রজননকাল,	প্রজননকাল,	
goonoman,	গোনমান,	গুণমান,	
shulkey,	শুলকে,	শুল্কে,	
zockey,	জককে,	জকি,	
adhattik,	আধাত্ত্বিক,	আধ্যাত্মিক,	
neshhanasha,	নেশানাসা,	নেশনস,	
srabosty,	স্রবস্তি,	শ্রাবস্তী,	
benis,	বেনিস,	ভেনিস,	
jaanar,	জানার,	জানার,	
turkii,	টার্কি,	তুর্কি,	
elakashaho,	এলাকাহস,	এলাকাসহ,	
tarokareer,	তারকারীর,	তরকারীর,	
kool,	ক্লু,	কুল,	
chet,	চেট,	চ্যাট,	
onodhikaar,	অনধিকার,	অনধিকার,	
mausum,	মৌস,	মৌসুম,	
atwabishvashi,	আত্ববিশ্বাসী,	আত্মবিশ্বাসী,	
toufik,	টৌফিক,	তৌফিক,	
beildaar,	বিলদার,	বিল্ডার,	
subader,	সুবাদের,	সুবাদে,	
divya,	দিব্যা,	দিব্যা,	
soshej,	শসেজ,	সসেজ,	
deepei,	ডীপেই,	দ্বীপেই,	
soras,	সরাস,	সরস,	
jatota,	যতটা,	যতোটা,	
quoota,	কোউটা,	কোটা,	
konagoolo,	কোনগুলো,	কণাগুলো,	
votar,	ভোটার,	ভোটার,	
letterey,	লেটার,	লেটারে,	
seebiai,	সেবিয়ে,	সিবিআই,	
embed,	এম্বেড,	এম্বেড,	
sqalarashipa,	স্কলারশিপ,	স্কলারশিপ,	
ekai,	একই,	একাই,	
pancbaar,	পাঁচবার,	পাঁচবার,	
patjat,	পাতজাত,	পাটজাত,	
residensa,	রেসিডেন্স,	রেসিডেন্স,	
ghumachhilo,	ঘুমাছিল,	ঘুমাচ্ছিল,	
bolvodro,	বলভদর্,	বলভদ্র,	
proteesthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
cherechhe,	চেরেছে,	ছেড়েছে,	
naitikatavodh,	নৈতিতকভাধ,	নৈতিকতাবোধ,	
swalpa,	স্বল্প,	স্বল্প,	
muscut,	মাসকাট,	মাস্কাট,	
sikkhakram,	শিক্ষাক্রম,	শিক্ষাক্রম,	
